

0 1 9541 3
2197 1 911,1014,1085,1730,1795,1868,2596,2662,2985,3133,5092,5863,7059,7212,7355,9062 1,6,0,1,10,3,2,8,8,9,7,5,6,10,2,6
2198 1 4108,4468,4691,6165,6457,6615,7607,9509,9795 8,4,10,1,2,0,1,7,3
2199 0 21,865,4104,4580,4690,7199,7344,8117,8384 8,6,2,3,6,2,1,9,6
2200 0 2724,2898,3081,3275,6639,6672,6825,8085,8217,8814 9,4,2,5,6,6,6,5,9,4
2201 0 163,1094,3753,3855,6558,7132,7225 9,6,6,7,3,3,9
2202 1 408,423,554,1784,2149,3835,3890,3940,4268,5687,5730,6248,7108,9810 4,8,5,3,9,9,3,5,1,3,6,1,4,2
2203 1 3412,3771,4014,4148,4278,4536,4572,5361,6054,6480,6531,7872,8115,8328,8888,9976 9,7,3,8,5,10,1,3,6,4,4,7,2,10,10,2
2204 1 9774 2
2205 1 931,2288,2352,2618,5118,6391,6719,7938,8748,9715 9,3,10,4,6,7,8,10,10,0
2206 1 49,1314,2466,3615,3797,4745,4784,4888,4956,5087,6294,6603,6706,7058 8,9,6,5,0,0,7,4,9,4,5,2,2,6
2207 0 2114,3447,5691,7635,8078,8389 8,6,9,2,2,2
2208 1 111,1067,1297,3428,3453,4967,5848,5911,7376,8048,8082,9174,9265,9485 9,0,6,5,7,1,9,8,9,3,3,10,0,7
2209 1 122,141,1145,1750,2212,2566,2731,3723,5685,5814,6094,8283,8475,9191,9352,9602 0,4,3,10,1,5,10,0,8,1,2,1,8,5,10,10
2210 1 876,2621,3123,3296,4260,6212,7348,8072,8622,8629 9,9,0,9,3,2,8,2,5,0
2211 0 143,212,780,1722,3774,4039,4637,4760,4850,4971,5385,5483,6422,6880,7130,7145,7391,7417,8164,8463 2,3,5,10,9,1,6,2,8,2,1,5,1,9,7,9,3,1,7,9
2212 1 850,960,1412,1785,1873,3257,3263,3917,4297,7077,8598,8726,9711 4,4,0,7,3,0,1,2,2,0,5,0,6
2213 0 173,326,586,989,1456,1571,2510,2955,3021,3107,4079,4365,4945,6376,6776,7682,7766,8001,8945 9,5,6,1,7,10,10,3,0,5,4,1,0,7,0,8,5,0,0
2214 0 830,1161,1419,2069,2253,2413,2655,6235,7124,8140 2,3,3,0,5,3,0,6,4,0
2215 1 728,1200,2817,3037,5969,6770,7186,8812,9662 6,3,10,8,2,4,4,2,7
2216 1 1488,2827,5550,7480 4,2,3,3
2217 1 4169 4
2218 0 1505,2275,3049,3496,3781,4728,5910,6410,6755 3,5,3,5,2,7,1,5,8
2219 0 743,1314,1428,2541,3297,3681,4043,4814,5430,5621,5742,5762,6359,7974,7986,8973 6,9,6,4,4,9,8,10,9,5,8,7,3,10,8,5
2220 1 954,1105,2039,4139,4296,8160,8464 1,8,10,7,1,2,1
2221 0 183,600,843,1193,1692,2179,2842,2925,3689,5010,5394,5691,5735,6173,6693,8210,8796,9228,9632,9788 0,3,8,5,6,10,6,7,4,1,10,9,10,8,5,3,8,4,2,1
2222 1 517,1032,2795,3702,3961,4376,4799,7139,7250,7511,7575,8202,8658,9073 7,7,4,10,2,9,10,10,8,4,10,2,10,5
2223 1 538,2224,3829,4391,5979,8234 6,10,4,1,0,4
2224 1 462,2838,2964,2997,3836,3972,4752,4837,5287 4,3,1,5,9,9,10,8,4
2225 1 1632,2372,3037,3102,3838,4424,4838,5481,5576,5874,6418,8229,8246,8526,8562,8970 10,6,8,5,2,10,3,9,8,5,4,3,5,2,10,10
2226 1 1175,2195,3080,3162,3501,3848,4648,5074,5515,6238,6592,7016,7854,8474,9082,9108,9532,9615 3,1,5,3,3,5,4,9,2,5,1,7,10,8,6,6,10,9
2227 0 607,837,1156,1664,2397,3063,3666,3933,3955,4315,5224,7937,8200,9296,9687 8,0,6,7,5,10,1,9,1,0,3,6,3,8,5
2228 0 5987,8140,9503,9977 0,0,0,4
2229 1 190,915,1197,2930,3878,4815,5727,5814,6504,6826,7333,7714,7889 1,10,8,6,4,4,4,1,7,3,4,6,5
2230 0 85,93,261,664,1541,1966,2832,4738,9215 7,3,10,5,1,5,4,0,5
2231 0 1613,3518,7458,7489 4,0,2,3
2232 0 1818,3292,3408,3508,3927,4608,4637,5827,5871,6236,6466,8576,8625,8673,8757 4,10,5,4,4,8,6,10,6,1,4,3,10,5,3
2233 1 608,3031,4590,5233,9329 1,4,4,9,7
2234 1 730,887,1049,1056,2258,2499,2603,2642,3472,4166,4390,5996,6127,6266,7349,7634,8354,8380,8790,9398 6,10,4,4,0,6,10,7,10,10,6,1,2,1,10,0,1,6,8,4
2235 1 302,1250,2151,3137,3411,3619,3793,3942,4311,5861 4,5,9,6,5,7,5,9,4,2
2236 1 45,135,2889,3202,3454,5097,5277,5377,5505,5578,6102,7119,7297,7436,8954,9110 8,3,7,8,6,3,9,8,0,2,6,10,10,10,6,4
2237 1 373,853,1976,3272,3811,4231,5059,5245,5285,8394,8785 3,0,6,3,7,10,0,5,9,1,0
2238 0 3071,9545,9821 3,7,4
2239 0 293,525,845,7474,8110,8909,8925 3,0,10,9,4,6,8
2240 1 203,262,2379,2551,3431,3532,3905,4120,5204,6425,6916,7872,8267,8467,8848,9072,9294,9441,9928 8,2,8,1,1,10,0,9,3,0,8,7,9,8,8,9,8,10,5
2241 1 2045,5853 4,5
2242 0 622,3088,5713 9,3,9
2243 0 976,1470,1725,1824,2760,3048,3499,3932,4177,5357,5752,6864,7434,8000,8109,8230,8918,9714,9727,9932 4,10,5,9,1,4,5,6,7,5,8,8,0,7,10,5,3,6,2,8
2244 0 3468,3843,8792 10,9,4
2245 0 194,2191,2702,3067,3260,4797,4855,4976,6033,6195,6590,7552,7611,7765,8178,8891,9113,9138,9644 10,6,3,5,0,6,1,10,7,4,10,2,5,3,0,1,6,1,3
2246 1 1554,2499,2739,5168,9174 1,6,2,6,10
2247 0 88,2398,2521,2781,3054,3314,3331,3385,4595,4808,4975,5632,7275,7293,7950,8370,8889,9471,9868 2,8,7,10,6,0,4,8,10,1,1,8,5,0,7,0,8,1,9
2248 0 65,1737,2325,6402,9495,9867 1,5,6,3,0,3
2249 1 1165,1345,5721,7958,8698,9760 7,7,9,5,10,1
2250 1 3105,3220,3486,3933,4973,5385,7760,9506,9581,9999 1,1,4,9,6,1,4,2,2,10
2251 1 4894,7040,7767,8428,8552 6,10,8,2,10
2252 0 510,1716,2497,3000,3276,3823,5142,5215,5488,5810,6615,7202,7627,7900,8062,8261,8592,8989,9417 2,10,8,4,10,2,0,10,2,8,0,1,8,4,3,1,5,7,10
2253 1 356,1742,2493,5437,6990,7061,9945,9970 4,4,10,6,1,6,5,10
2254 1 165,2912,5217,5781,9523 2,3,7,1,5
2255 1 475,485,783,1564,1882,2249,2967,3043,3129,3153,3311,4155,4722,5793,6106,7081,8110,9305,9323,9878 9,7,8,10,1,7,4,5,2,7,2,3,1,8,2,10,4,9,5,3
2256 0 381,799,1561,1608,1721,3239,4180,4297,4850,6228,6390,7670,8194,8213,9022 7,1,0,8,10,7,0,2,8,7,6,10,3,0,10
2257 1 481,709,1650,1850,2365,2433,2534,3290,3346,4503,6167,7566,7771,7800,8416,8490,8592 10,10,3,3,7,0,9,4,2,3,9,7,3,8,5,3,5
2258 1 214,2965,3471,3912,4674,4901,5066,5074,5350,7602,9637 5,1,4,7,2,10,10,9,2,3,9
2259 0 1087,2199,3309,8050,8829,9214 9,7,4,5,8,1
2260 0 19,912,1179,4355,5685,5713,5850,7193 10,3,0,0,8,9,1,3
2261 1 747,787,2864,3012,3193,3851,4033,4723,4958,5223,5348,5729,5982,7302,7366,7810,8744,9342 4,1,8,0,5,4,2,4,2,7,2,3,1,9,1,2,5,2
2262 1 775,1556,3180,4394,5531,6370,6426,7041,7190,7491,8517 4,2,4,7,1,9,3,9,9,10,10
2263 0 86,130,1692,1932,2282,4397,4497,4812,4961,4975,5068,5221,6435,7072,7981,8383,8722,8839,9049,9709 3,8,6,2,9,3,2,1,3,1,0,7,7,5,1,4,8,3,2,9
2264 0 399,1154,1728,3500,3941,4435,5703,6196,7116,7654,8028,9082 9,5,1,3,5,5,0,2,5,8,9,6
2265 1 252,3930,4037,5531,5536,5545,5571,5950,7501,7971,8521 0,1,1,1,6,5,7,8,1,6,3
2266 0 1121,1142,1253,1649,2420,2911,3231,3269,3691,4548,5752,7243,7372,8492,8808,8850,9546 9,10,3,1,8,2,7,6,1,4,8,9,3,6,10,7,1
2267 1 884,1319,1346,1486,4709,4717,4746,5219,5519,5556,5771,6009,7587,7762,7829,9089,9579,9999 7,10,3,9,6,10,0,6,9,9,7,4,1,3,5,3,10,10
2268 1 1767,3018,4384,4693,7899,8886 10,7,6,8,1,5
2269 1 19,296,1860,3965,5235,5418,5538,8094 10,9,10,8,7,8,6,5
2270 0 1664,2066,3635,5280,5317,5922,6787,7666,7901,9543,9641 7,8,4,6,10,9,10,0,3,8,3
2271 1 451,6367,6973,9139,9161 2,0,0,4,8
2272 1 4386,7054,8703,9410,9883 2,6,7,2,9
2273 1 213,219,773,1308,1539,1934,2086,2382,3537,4225,4582,4591,4979,5671,6296,7493,9112,9717,9844,9970 1,10,4,3,6,6,6,6,4,1,5,8,10,6,1,0,2,7,2,10
2274 1 32,915,1523,2402,6206,6930,7905,7908,8919,9073,9214 10,10,9,3,2,7,3,3,7,5,1
2275 0 499,836,2172,3725,4467,5676,7543,8260 6,0,10,6,0,1,6,7
2276 0 173,1401,1793,2110,2432,2587,2993,4744,5720,6249,6355,6602,8202,8494,9651 9,4,5,8,7,4,5,4,7,6,6,6,2,9,4
2277 1 1996,2598,2793,3534,3690,3731,3930,4749,5510,5553,5832,6447,7029,7521,8028,8415,8490,8749,9041,9373 2,7,8,0,8,4,1,7,7,9,0,3,1,9,9,7,3,5,0,10
2278 0 823,1428,3004,4673,5106,5251,6074,7436,7529,9528 1,6,0,1,9,3,2,10,4,0
2279 1 382,2285,2901,3038,6345,8346,8448 0,9,0,6,8,2,1
2280 0 1245,1399,1703,2515,2560,2860,4064,4277,4582,5375,6191,6995,7735,8479,8522,8982,9450 10,7,1,3,7,1,8,7,5,8,0,5,9,8,5,5,6
2281 0 479,1593,1772,1813,2406,3125,5208,5764,5795,6562,6967,7322,8811,8898,9232,9322 3,5,4,7,5,3,3,8,2,6,2,9,2,6,5,8
2282 0 1507,1799,1876,2698,4676,4805,5854,6500,8038,8312,8334,8543,8927,9053,9773 1,2,10,5,10,0,10,9,8,1,2,10,8,3,2
2283 0 559,2844,3932,5304,7957,9247,9566 6,8,6,9,8,9,5
2284 0 679,1617,2229,2237,2471,2940,3366,3471,4231,4851,5078,5688,7290,7954,9647 10,3,8,1,7,0,9,4,10,1,10,0,6,0,7
2285 1 1653,4108,5642 5,8,3
2286 0 264,457,879,2819,3724,7523,8488,9987 7,5,7,5,8,4,0,10
2287 0 29,173,200,823,1931,1994,2180,4698,5572,6394,7578,9082,9230,9680 6,9,6,1,8,3,6,5,7,5,3,6,9,3
2288 1 360,511,1106,1278,1791,4286,4929,5165,5977,6073,7238,7427,7457,7475,8100,8251,8308,9811 9,4,10,10,4,8,5,0,3,8,6,8,0,7,8,1,8,5
2289 0 288,731,2704,3264,3877,4631,6079,6803,7355 5,10,1,4,4,1,8,1,2
2290 1 193,3703,4041,5200,6074,7650,7782,8437,9439 6,1,5,7,2,8,2,7,3
2291 1 360,435,1361,1567,1808,1894,2354,3592,4698,8626,9005,9209,9276,9528 9,10,2,1,3,2,0,6,5,5,4,4,2,0
2292 1 21,357,2302,5880,8887,9295 8,6,3,8,0,9
2293 0 6020,6522,8985 6,1,10
2294 1 6676 4
2295 0 6185 9
2296 0 1597,3433,3469,3600,3845,3962,4291,4399,4644,4863,7381,8082,8600,9903 0,7,0,1,8,3,2,0,2,1,6,3,5,4
2297 1 1783,3973,6166,6179,6889,7386,8629,8703,9067,9316,9376,9728 9,2,3,10,9,6,0,7,0,0,10,8
2298 1 8,1070,1478,1654,1845,1980,2299,3671,6268,6957,8884,9406 3,3,9,2,9,4,2,6,6,6,7,5
2299 0 144,453,3336,6479,6757,7042,9466 9,6,5,3,3,1,8
2300 1 3994,4358,4963,5205,6903,8370,9478,9972 4,6,4,4,0,0,1,0
2301 1 3935 6
2302 0 606,1693,1894,2320,2435,2625,4388,5535,6057,6790,8099,8137 3,0,2,6,10,0,4,9,1,4,9,5
2303 1 198,801,929,2866,3642,4133,4201,5461,5850,6432,6781,8460,8719 9,1,5,2,1,0,2,4,1,0,7,1,4
2304 0 3638,3657,4401,4614,6342,7134,7332,7522,9492 8,3,1,1,5,9,2,5,0
2305 0 440,1114,1310,2548,4159,4176,4419,4914,5050,5375,8204,8249,8810 0,8,2,8,3,7,8,10,9,8,10,6,8
2306 0 4163,5684,5904,6610,6688,7028,7505,7906 10,10,2,5,8,9,10,10
2307 0 191,723,4171,4572,4866,4939,5242,5297,6765,6860,7148,7553,7761,7950 3,9,6,1,1,4,0,4,7,7,8,4,8,7
2308 0 250,586,2166,2200,3817,4179,4982,5748,5954,6317,6544,6676,6893,8232,8342,8440,8908,9868 10,6,5,6,3,9,10,4,1,9,5,4,6,4,7,2,5,9
2309 0 956,2403,4193,5658,5793,8280 2,1,8,8,8,3
2310 0 135,457,1358,1613,1961,2503,2734,3711,3732,4614,5794,6006,6305,6434,8764,9490,9552 3,5,4,4,4,8,3,7,6,1,6,8,7,5,9,4,9
2311 1 497,3161,6664,7385,8445,9211 10,3,0,1,0,1
2312 0 288,667,1068,2220,2359,2584,3745,5831,6077,6382,6738,8128,8605,8937,9175,9885,9955,9956 5,8,4,4,9,5,8,9,10,0,2,2,8,7,9,7,9,5
2313 1 90,154,1961,3805,4318,4582,6163,6441,6519,6983,8626 6,8,4,0,4,5,5,4,10,4,5
2314 1 343,678,1266,2298,2369,2466,2662,4082,5203,5589,5759,6822,7079,8270,8574,9725,9787 0,2,10,1,5,6,8,5,5,6,6,8,2,7,7,6,9
2315 1 152,1014,1655,2147,2548,3000,3207,3360,3960,4612,4863,6502,8308,8391,8640,9076,9607,9855 9,6,8,8,8,4,4,4,4,0,1,0,8,4,5,2,3,6
2316 0 290,877,1006,2167,3231,3375,4148,4388,4890,5997,6368,6449,8228,8702,8744,8850,9398,9692,9793,9814 3,7,10,4,7,1,8,4,8,3,10,9,2,4,5,7,4,3,10,1
2317 0 11,2354,2874,4221,4738,5038,6281,8665,8965,9899 6,0,6,9,0,2,5,8,8,4
2318 1 1916,2106,3995,4499,4529,4554,6543,8175,8468,9682 9,0,3,3,5,6,10,3,4,4
2319 1 124,1024,2548,6964,7859,8457 1,4,8,0,7,10
2320 1 663,873,1122,2553,2974,8950,9921,9953 7,3,2,2,10,8,1,4
2321 1 815,1641,2519,3349,4467,4502,5744,5882,6610,6973,8044,9920 4,0,1,10,0,9,0,9,5,0,4,8
2322 1 220,849,3320,5503,7822,7947,8437,9731,9821 1,6,0,3,9,10,7,5,4
2323 0 518,4300,4834,5739,5849,7434,8577,9864 4,7,0,4,3,0,4,6
2324 0 164,2329,3206,4339,5542,5814,6185,9144 8,10,9,4,4,1,9,3
2325 0 704,1054,2905,3422,3644,4180,5805,6060,7344,8510,9153 5,8,2,10,4,0,7,8,1,5,9
2326 1 1625,1721,1745,2291,2566,2878,3021,4007,4119,4315,4572,6861,8029,8157,8582,8703,9052 9,10,7,0,5,5,0,4,6,0,1,0,1,8,6,7,5
2327 1 1964,2044,2321,2566,4607,5003,5397,6488,6527,7148,7492,7619,8127,8511,9280,9472 6,6,5,5,2,9,7,4,0,8,10,8,1,10,6,4
2328 1 2080,6549 10,3
2329 0 632,804,1056,1223,1521,1620,1674,1971,2213,2663,2985,3327,4081,4710,5023,5695,6866,7400,8504 5,4,4,5,1,8,4,7,4,1,8,10,0,4,7,9,8,5,0
2330 1 477,2381,2406,2814,2850,2925,5304,5725,5827,6567,9125,9496 0,0,5,3,4,7,9,7,10,6,0,5
2331 1 3378,3743,5540,8615,8754,9985 1,6,2,4,7,3
2332 1 2068,2749,2933,4163,4864,5856,6115,7122,7224,7906,9725,9810,9846 3,7,5,10,10,9,4,3,4,10,6,2,4
2333 0 637,2059,2699,3743,4614,4726,6738,8258,9652,9991 4,9,7,6,1,9,2,9,2,3
2334 0 433,2216,4377,9345 2,2,7,8
2335 1 145,1561,1885,1947,2513,2547,2657,2701,2875,2916,3854,4867,5393,5706,5881,8248,8486,9222,9553 5,0,7,1,5,5,0,0,3,10,9,2,10,0,0,1,5,8,9
2336 1 256,1551,1722,2126,3687,4189,5817,5973,7150,8374,8429,8515,9425,9793 8,7,10,1,8,6,0,10,7,7,1,4,10,10
2337 0 1177,1544,2130,2204,2226,2776,2865,3361,5057,5257,5421,5493,5502,6038,6065,6518,7131,7152,8156,9298 4,0,0,6,1,1,1,7,1,3,8,9,7,6,2,7,6,6,6,0
2338 1 1314,3434,5515,8178 9,2,2,0
2339 0 1287,2748,5799,6524 1,10,7,4
2340 1 2222,2813 5,7
2341 0 794,1353,2200,2369,4075,4100,6011,6070,7327,9885 2,5,6,5,10,4,0,5,0,7
2342 1 25,446,986,1259,2029,2724,3842,4792,6003,8362,8395,9659 7,9,9,3,2,9,9,7,3,5,10,0
2343 0 2,2876,3234,3647,4862,6388,8160,8474,9196,9275,9331 2,9,9,10,7,10,2,8,6,7,5
2344 0 238,422,1271,1295,1392,2213,2864,4062,4810,4865,5113,5974,6472,6958,8101,9692 2,0,2,6,3,4,8,6,4,0,6,6,9,4,2,3
2345 0 767,3084,3542,3607,4867,6261,6354,6380,6684,7766,9167,9329,9950,9975 7,7,5,3,2,2,9,2,9,5,7,7,8,9
2346 0 575,2840,3000,4109,4611,6212,6231,7061,7297,7701,9005,9695 1,6,4,0,6,2,4,6,10,5,4,8
2347 1 804,6876,8984 4,4,2
2348 1 1782,2006,4255,6033,9505 2,2,8,7,1
2349 0 155,1544,2356,3885,7522,8019 3,0,9,10,5,5
2350 0 250,1792,1986,2906,3112,4642,4699,5298,5304,6358,6775,7172,7290,7901,8409,9200,9268,9421 10,1,1,5,0,8,4,8,9,6,7,10,6,3,2,2,8,2
2351 1 1345,3331,6768 7,4,0
2352 1 981,2866,3315,3421,4364,5986,6478,6608,6829,7310,7484,9506,9529,9891 6,2,8,10,9,7,6,4,6,8,2,2,2,4
2353 0 3460,3734,4736,5608 10,0,10,8
2354 1 844,1300,1533,1597,1956,2070,2359,2560,2754,3834,4621,5705,6120,7497,7921 8,4,9,0,9,7,9,7,8,7,3,4,4,4,4
2355 0 3,597,2429,7487 2,2,2,9
2356 0 202,1395,1916,2175,2411,3158,3370,3752,4900,6764,7976,8002,8093,8454,8998,9353,9708,9955 0,3,9,5,5,2,7,8,9,0,6,3,3,10,5,7,8,9
2357 0 164,249,559,769,1258,1297,1600,2277,3354,3639,4173,4575,5212,5502,5906,6006,7008,8300,8740,9267 8,2,6,2,3,6,9,9,7,6,4,3,3,7,2,8,9,5,1,8
2358 0 8160 2
2359 1 282,353,2798,4927,5487,5540,5644,5906,7464,7943,7955,8057,8103,8225,8253,9068,9190,9512,9524,9600 6,8,9,0,0,2,5,2,5,4,7,6,1,6,6,0,9,5,1,8
2360 1 83,593,2721,2887,3332,4141,4680,5415,6131,7406,8800,8969,9418,9811 7,5,3,2,0,0,3,2,1,8,6,3,2,5
2361 1 97,919,2693,3457,3902,4207,4883,5283,5479,6017,6180,7326,7739,7795,8436,8808,9747,9810 8,5,6,0,6,3,2,2,6,2,6,3,0,9,4,10,2,2
2362 0 1089,1243,2013,2366,3748,3945,4716,4939,6967,7668,8355,9064,9074 9,0,1,9,0,9,3,4,2,10,7,9,5
2363 0 63,739,1875,2513,2753,2823,4800,5359,5498,5519,5613,5776,5849,6785,6872,7309 3,1,3,5,3,6,1,7,8,9,9,0,3,1,1,3
2364 1 2325,2734,5250,5561,5676,6209,7263,7996 6,3,3,0,1,6,8,9
2365 0 2370,2922,3369,3990,5088,5305,5347,6328,7032,8337,9479,9503 7,1,4,3,4,7,1,6,2,10,9,0
2366 1 195,466,1871,2336,3019,3114,4295,4891,5111,6020,6126,6801,7601,9235,9432 7,8,3,8,6,1,3,5,9,6,5,8,5,4,1
2367 0 659,964,1212,1387,3321,3461,4595,5244,5492,7721,8192 10,0,8,2,9,8,10,6,8,3,2
2368 0 996,3215,3771,3906,4052,4186,4337,5214,5644,5741,6073,6980,7117,8115,8137,8198,8456,8883,9538 10,3,7,4,8,5,10,5,5,6,8,7,4,2,5,1,0,5,3
2369 1 3400,3572,4632,4913,5419 6,0,5,9,2
2370 1 1384,2050,3559,3694,3999,5368,5473,5879,5911,6162,6295,6817,7950,8101,8148,8690,9696,9797 7,5,5,5,0,10,8,5,8,5,2,1,7,2,4,0,9,3
2371 0 2293,4920 5,10
2372 1 20,322,2092,2224,3241,3475,3906,4065,4675,5159,5869,8130,8657,9448 10,0,0,10,3,6,4,6,0,0,0,5,8,4
2373 1 1888,2013,2714,3150,3436,4479,5163,6992,9973 10,1,3,6,7,5,7,8,1
2374 0 1255,2335,4326,9883 9,7,5,9
2375 1 105,125,377,581,630,821,1647,1720,2526,3657,3709,4873,5395,5544,6055,7594,8250,8745,9784,9955 1,10,0,9,6,0,9,1,5,3,7,8,9,10,10,5,9,2,2,9
2376 1 1177,1442,2044,2604,2842,3387,3486,3566,4313,5330,5435,5711,6729,7137,7370,9095,9133,9636,9731 4,7,6,1,6,8,4,8,9,6,10,7,5,4,10,4,8,2,5
2377 0 1421,1532,2162,2259,2314,4000,4156,4282,4614,5851,6705,7408,8007,8740 6,9,0,0,3,2,0,7,1,3,10,6,8,1
2378 0 1030,1079,2120,2298,2339,2351,2530,3394,6117,7244,7245,8075,8266,8842,9408,9812 8,1,2,1,10,6,1,2,3,10,6,2,4,4,7,10
2379 1 1968,2491,3466,4351,4403,6721,8600 9,5,6,10,0,10,5
2380 0 471,472,561,2199,2263,2645,2825,4026,4789,5850,6286,6971,7939,9523,9635 7,10,3,7,5,9,4,4,1,1,8,6,3,5,2
2381 0 470,994,1592,5313,5339,5747,5918,6039,6148,6315,6463,7162,7700,7901,8820,9207,9499 2,7,7,7,7,6,10,1,5,5,3,3,4,3,7,1,2
2382 0 2587,3523,5935,6372,7410,9006 4,6,1,8,4,9
2383 0 366,1616,1624,2672,4155,5397,7889,9251 5,3,9,6,3,7,5,10
2384 1 1945,1986,4864,6313,7672,9895 7,1,10,1,8,2
2385 1 7647,8408 0,7
2386 1 1374,2231,2766,2882,2896,2981,3284,3708,3725,4046,5228,5784,5804,5849,6969,7423,8279,8766,8964,9503 3,9,1,7,5,4,3,1,6,6,6,9,1,3,2,6,5,0,10,0
2387 1 208,1876,5237,6580,6630 4,10,7,6,10
2388 1 525,628,659,3932,3949,7519,7606,8807,9610,9619,9665,9796 0,10,10,6,1,1,7,1,7,5,10,4
2389 1 1788,3437,3897,4123,4823,6292,6454,9754,9874 4,0,8,8,0,10,2,5,0
2390 1 473,712,983,5799,9613 6,8,7,7,8
2391 0 283,359,1189,2811,3351,3948,4996,5195,5280,6820,7703,8255,8521,8579,8926,8966,9073,9259 4,9,4,2,4,7,6,8,6,0,2,1,3,6,5,6,5,1
2392 1 23,1501,2962,7419,7540 10,2,9,6,10
2393 0 366,442,1062,2127,2360,2456,3236,4255,4289,4692,5857,8928,9314,9993 5,1,5,7,2,9,4,8,2,0,0,0,0,4
2394 0 1072,7331,8707 2,3,2
2395 0 167,191,363,1244,1421,1744,1762,2086,2488,4160,4921,5134,5378,6404,7278,7470,7533,7566,9499 7,3,9,3,6,0,5,6,2,10,3,3,0,10,3,2,10,7,2
2396 1 104,851,940,2006,2866,4316,5280,6533,6571,7114,7891,9343 1,0,1,2,2,9,6,6,1,1,6,4
2397 0 93,959,1334,2625,2926,2966,3153,3310,3761,3917,6403,7058,7190,8720,9090 3,5,5,0,4,4,7,0,2,2,4,6,9,2,2
2398 1 205,391,2482,3768,4104,5233,8010,8937,9635,9654 8,4,9,1,2,9,1,7,2,1
2399 0 723,1005,2267,5343,5358,5596,7585,8166,8304,9414 9,3,9,5,1,6,2,2,4,9
2400 0 50,1819,2187,2595,3195,3236,4597,5867,8070,8547,8864,9535 7,1,7,6,5,4,6,7,0,9,0,1
2401 1 2183 1
2402 1 859,1570,1825,2892,3460,3612,4405,4637,4901,6333,6405,6710,7887,7939 2,9,6,8,10,8,6,6,10,2,2,10,0,3
2403 0 93,189,1563,1571,2940,3378,3461,4361,5473,5835,5893,6798,7253,8823,8952,9237 3,3,3,10,0,1,8,8,8,7,1,2,8,5,3,7
2404 1 389,2888,4937,5211,5404,5847,7625,8420,8863 2,2,8,7,9,2,2,9,3
2405 0 448,3327,3402,5417 4,10,3,10
2406 0 137,820,1303,2036,2994,3228,3321,3929,5147,5882,5972,6172,6324,6406,6515,7616,8550,8659,8971,9226 8,7,3,8,0,7,9,3,1,9,8,3,10,3,9,1,0,5,8,0
2407 1 69,846,1366,1820,1822,2094,2322,2643,3055,3958,4447,4522,5912,6044,6342,6746,6771,7565,7589,7871 0,10,3,2,8,5,2,5,8,0,8,4,0,0,5,6,4,10,5,6
2408 1 3785 1
2409 1 2654 3
2410 0 927,1046,1670,2632,3627,3986,4340,4753,5928,6828,6886,7359,7849,7869,8026,8332,8847,9170,9573 4,2,8,6,8,4,3,4,8,1,7,6,6,10,7,6,1,4,4
2411 0 476,653,1516,4350,4613,5379,5547,6320,6883,7187,8005,9590 6,0,10,9,2,7,6,7,1,10,9,1
2412 0 436,1663,2503,4723,5591,6215,6954,7138,8475,8559,8562,9572 10,8,8,4,3,4,2,3,8,0,10,7
2413 0 5923,6677,7035 9,3,7
2414 1 3769,4224,4296,6861,6900,7115,7785 6,8,1,0,9,6,5
2415 0 947,1925,2746,4187,5316,5716,6907,8315 8,5,10,0,8,0,10,9
2416 0 864,1336,2380,2514,3787,5740,6016,6219,6590,8191,8704,9536 3,9,4,8,5,10,9,10,10,10,2,9
2417 0 1477,8963 2,5
2418 1 508,704,909,955,1072,1906,2848,2959,5196,5352,5536,5841,6786,7497,7703,7714,8540,9674,9858,9998 7,5,4,7,2,5,6,10,5,5,6,2,6,4,2,6,0,0,0,8
2419 1 341,4437,4530,5360,6518 6,3,2,8,7
2420 0 421,3368,4652,6002,8121,8810,8875,9824 3,6,0,0,4,8,10,1
2421 0 431,800,1529,2002,2455,3052,3648,4000,5780,6007,6085,7192,7700,7919,7941,8414,9530,9535,9754 2,1,7,6,9,6,9,2,5,6,5,6,4,3,9,5,8,1,5
2422 1 470,2516,2663,2866,2902,2964,3103,4038,4855,5335,5472,5663,5809,6302,7198,9483 2,10,1,2,7,1,1,10,1,6,3,6,9,0,5,2
2423 1 165,675,1102,1119,1979,3954,4932,5499,6002,7471,7708,7890,8503 2,4,8,8,6,6,7,0,0,9,0,1,9
2424 0 1706,1774,2544,3970,4689,4950,5058,6066,6675,7095,8551,9817 5,3,3,1,4,7,6,0,2,4,3,4
2425 0 638,926,1096,1406,2042,2756,3826,5353,5764,5786,5831,6617,6635,7016,7592,9156,9483,9801,9868 4,9,1,3,3,4,0,0,8,0,9,1,6,7,1,4,2,5,9
2426 1 1372,1462,3135,4059,4428,5788,6186,7979,8311,9507 7,0,2,1,4,3,3,5,3,5
2427 0 894,1106,3149,4058,6667,7339,7768,8101,9493 8,10,0,1,1,6,5,2,2
2428 1 28,624,876,950,1922,2346,2520,3424,4070,4352,6123,6250,6751,7959,8150,8296,8576,9132,9300,9390 3,9,9,3,0,10,2,6,0,6,2,8,5,8,5,4,3,6,2,3
2429 1 665,728,2213,2665,2710,2878,3301,4109,4228,4698,5504,5633,8499,9183,9521 5,6,4,5,1,5,2,0,5,5,8,0,4,5,0
