

0 0 4853 2
848 0 100,155,645,832,1459,1727,1939,2238,2591,2592,3185,3478,3792,4421,4501 6,8,9,1,4,8,10,8,10,5,10,9,6,4,1
849 1 2944,3100,3414 10,3,5
850 1 1618,1634,2027,2173,2407,2828,2875,3285,3289,3690,3727,3761,3849,3897,4066,4303,4442,4447 0,0,7,0,9,7,7,5,1,4,6,9,8,9,5,4,7,0
851 1 510,541,1113,1648,1744,1950,2485,3571,4122,4479,4794,4953 0,1,1,4,10,10,0,5,1,3,1,0
852 1 67,170,438,471,513,551,616,664,804,940,968,1324,1722,1897,2626,2720,3293,4484 3,1,3,2,7,7,4,7,2,7,3,4,3,1,5,6,5,9
853 0 107,183,354,388,458,861,878,890,948,1797,1934,2656,2759,3113,3155,3506,4231,4261,4741,4930 7,4,1,5,7,4,6,7,9,2,3,3,0,3,7,2,8,7,4,5
854 1 1464,1831,2668,3326,3849 2,7,5,4,8
855 1 11,30,118,130,255,1333,1551,1678,1882,2146,2213,2250,2806,2993,3595,3722,3862,3877,4239,4961 0,7,0,8,5,10,1,9,10,5,5,2,6,10,6,1,0,4,10,8
856 0 401,780,1009,1487,3610,3852,4070,4501 8,3,6,7,1,3,10,1
857 0 78,224,1111,1634,3137,4365 8,5,2,0,4,6
858 1 519,646,650,758,840,1138,2361,2551,2665,2995,3190,3419,4082,4183,4541,4758,4795 2,5,3,2,10,9,10,6,2,3,9,7,7,8,3,2,2
859 1 247,589,690,875,1924,2082,2364,2382,2867,3045,4409,4448 7,8,3,1,2,4,6,8,9,8,5,4
860 1 527,1127,1170,1576,1654,1736,1884,1915,2066,2150,2529,2583,3175,3278,3766,4080,4119,4146,4336,4569 4,5,6,9,6,7,6,6,9,7,4,4,4,9,9,10,10,4,5,3
861 0 50,123,2810,3300 1,1,2,0
862 0 260,1491,1820,2133,2673,2744,2799,2802,3758,3773,4047,4167,4592 0,7,1,1,2,8,10,8,9,0,9,9,6
863 1 30,133,208,1085,1153,1878,1963,2562,3537,4144,4332,4447,4450,4689,4714 7,10,9,4,0,6,9,2,10,8,3,0,2,0,7
864 1 747,1166,1401,1770,2258,3350 8,10,1,3,0,4
865 0 36,643,1021,1515,1643,1852,2734,2878,3101,3246,3496,3542,3956,4019,4069,4206,4336,4468,4782 3,2,9,1,10,3,3,3,5,1,5,7,6,2,7,8,5,7,8
866 0 540,546,803,1980,2062,2348 2,4,4,10,6,2
867 0 106,171,659,757,934,1170,1485,1908,1979,2049,2655,3041,3187,3548,3573,3663,3695,4631,4758 7,3,10,3,7,6,4,6,8,1,9,5,2,1,2,1,0,7,2
868 0 63,2177,2340,2527,2570,3252,4297 8,8,10,1,5,3,6
869 0 46,133,522,696,736,1350,1744,1924,2089,2815,2924,2936,3014,3086,3549,3616,3809,3889,4275 7,10,2,5,2,5,10,2,5,8,4,5,4,5,5,0,5,7,2
870 0 66,2479,4059,4258 7,5,5,10
871 1 240,1729,1873,2096,2183,2447,2774,2803,3250,3264,3314,3377,3710,4371,4624,4713,4936 10,6,2,10,1,1,5,8,7,7,7,1,7,10,4,9,6
872 1 107,243,582,642,1149,1462,1887,3926,4044,4255,4819 7,7,10,10,1,0,7,2,1,3,8
873 1 798,2375 3,3
874 1 114,575,789,864,1189,1250,1320,1600,1634,1824,2864,3196,3630,4024,4408,4753,4950 4,2,6,3,2,5,9,0,0,4,5,7,0,6,1,0,7
875 1 179,1523,2407,2818 0,7,9,6
876 0 2200 8
877 0 705,1206,1325,2813,3496,3639,3646,4388,4438,4496,4879 6,1,8,3,5,3,6,5,1,0,7
878 0 41,257,268,495,844,1099,1812,1925,2177,2595,2840,2913,3004,4228,4245,4259,4774,4869 10,5,9,6,0,9,9,0,8,6,5,8,5,2,3,2,3,5
879 1 239,268,462,537,587,782,904,1659,1799,2260,2584,2674,3165,3361,3515,4208,4272,4439,4902 0,9,3,3,5,4,5,5,4,0,6,4,2,8,4,8,9,10,1
880 1 99,170,245,557,1129,1215,1442,1952,1983,2720,4160,4363 7,1,9,5,8,1,10,1,4,6,4,1
881 0 2017,2870,2978 10,8,3
882 1 1402,1422,1674,1697,3629,4178,4352 2,6,3,5,4,0,0
883 0 1397,1997,2225,2462,2785,2857,2915,3386,3726,4139,4203,4833,4987 2,10,0,8,2,8,2,0,9,10,1,4,10
884 0 65,288,2028,4464,4987 9,2,3,3,10
885 0 7,452,601,684,1107,2345,2788,4208,4828 1,3,6,4,6,8,7,8,6
886 0 154,764,1078,1209,1259,2050,2236,2936,3227,3943,4449,4485,4936 10,8,1,7,3,3,1,5,4,3,1,6,6
887 0 197,833,842,1083,1105,1381,1751,1819,1903,1912,2363,2388,2684,2939,3239,4008,4046,4059,4192,4802 0,2,6,0,2,2,9,9,6,6,0,4,7,7,8,8,3,5,8,10
888 0 2615,3198 5,0
889 0 676,1745,3571 5,7,5
890 0 261,650,877,1403,1612,2586,2729,2778,3052,3257,4413 7,3,5,9,10,10,9,1,8,2,5
891 1 268,329,879,1806,2009,2430,3210,3386,3707,4339,4864,4871,4883 9,9,10,10,2,3,3,0,2,4,3,0,9
892 0 396,1031,1150,1153,2219,2362,2615,3690 10,5,0,0,9,5,5,4
893 0 3298,4310 9,8
894 1 7,36,62,253,393,729,1381,1846,2155,2185,2753,2802,2961,3242,4523,4738,4787,4901 1,3,0,9,9,1,2,9,1,10,4,8,10,9,2,8,0,10
895 0 141,512,527,583,640,957,1089,2422,3135,3416,3776,3903,4296,4742,4953 6,3,4,3,2,8,10,10,9,1,7,0,4,9,0
896 1 159,302,357,627,644,974,1317,1399,1758,1826,2115,2173,2185,2536,2581,2827,2939,3453,4433 3,5,10,2,0,8,4,3,10,1,9,0,10,6,9,7,7,6,0
897 1 2271,2591,4166 5,10,10
898 0 337,614,2120,2479,2647,4091,4279,4294 6,1,2,5,0,7,4,4
899 0 443,498,1022,1144,1178,1185,1896,2167,2386,2512,2539,2616,2805,3860,3924,3946,4196,4640 9,7,0,0,5,0,3,6,4,3,5,0,2,0,2,8,10,2
900 0 130,317,1443,1757,1896,1992,2026,2161,2437,2459,2534,2798,3729,4123,4470,4587,4875 8,1,5,3,3,6,8,10,6,0,8,2,7,3,6,5,4
901 1 176,302,503,518,987,1125,1450,2109,3084,3202,3448,3601,3904,4477 9,5,1,10,5,6,10,6,5,6,0,0,1,8
902 0 488,897,1415,1728 3,1,4,7
903 0 488,565,827,1090,1170,2568,2632,3230,3287,3731,3846,4386,4586,4694,4934 3,4,4,10,6,7,1,9,0,10,2,2,9,0,5
904 1 256,398,1085,1165,1730,1732,1850,2222,3655 5,9,4,3,9,0,7,4,8
905 0 27,388,895,993,1004,1877,2449,2637,2966,3032,3200,4388,4421 5,5,10,0,5,5,8,8,2,2,7,5,4
906 0 493,555,996,1009,1271,2371,4357 9,8,1,6,8,6,3
907 0 74,693,995,1179,1362,1457,1499,1718,1957,2479,2631,3276,3575,3728,3734,3809,3856,4575,4900,4934 5,6,8,6,4,9,7,8,7,5,7,6,10,7,2,5,4,5,3,5
908 1 60,286,831,1216,1534,2238,2537,2900,3043,3224,3257,3399,3500,4110,4150,4400,4828 10,8,4,10,8,8,4,0,2,8,2,0,6,8,8,0,6
909 0 673,1316,2715,2881,3207,3851,4312 6,9,8,10,5,9,0
910 0 112,901,1083,1968,2029,3097,3215,3532,4416,4814 6,1,0,4,8,4,5,4,2,7
911 0 44,312,571,1385,1676,1749,2215,2340,2346,2424,2643,2761,3243,4484 2,8,8,10,8,0,6,10,0,5,4,10,0,9
912 0 278,472,1310,1918,2280,2396,2411,2693,2844,3430,3728,4069,4907 5,10,6,0,4,6,3,4,7,9,7,7,7
913 1 742,2259,2308,3523,4395 3,3,10,7,1
914 1 254,340,561,562,689,1001,1122,1214,1223,1266,1443,1747,3277,3561,3823,4412,4521,4603,4861 2,5,5,3,8,7,2,6,9,6,5,0,10,10,1,7,10,9,9
915 1 224,474,721,782,1127,1219,1236,1491,2291,2350,3215,3837,4102,4354,4590,4707,4838,4849 5,1,10,4,5,1,1,7,4,8,5,3,1,0,7,1,0,0
916 0 312,1889,2100,2294,2331,2718,2931,3037,3095,3709 8,1,4,10,3,8,1,7,6,7
917 0 23,165,364,526,1382,1538,2095,2114,2177,2958,3410,3782,3837,3846,4368,4443,4614,4979 5,3,2,4,7,9,0,7,8,4,1,7,3,2,6,4,1,8
918 0 52,494,981,1209,3766,3873,4390,4438,4602,4612 6,9,2,7,9,9,3,1,5,2
919 1 1206,1398,1433,1526,3127,3627,3700,4000,4077,4132,4464 1,3,7,0,1,4,7,9,8,5,3
920 1 4766 8
921 0 171,553,622,644,1269,3385,3525,3930,3979,4370,4454,4947 3,1,10,0,5,9,9,9,7,0,1,8
922 1 539,598,1273,1665,2457,3212,4526,4904 1,0,2,10,5,5,2,10
923 0 482,642,1123,1488,2457 10,10,1,3,5
924 1 126,653,684,702,902,1407,1671,1910,2064,2066,2211,2784,3040,3160,4426,4952,4969 7,8,4,5,3,9,2,7,4,9,3,7,9,6,7,0,2
925 0 2639,2809,3473,4155,4241 5,5,5,4,2
926 0 5,1284,1629 6,8,4
927 0 14,3186 6,3
928 0 175,713,839,1130,1435,1671,2006,2540,2892,3002,3118,3803,3821,4484,4803 9,10,10,4,1,2,6,1,6,7,7,2,10,9,4
929 1 275,314,340,1725,2509,2814,3038,3603,4761 3,4,5,7,10,10,5,6,10
930 0 259,270,350,458,716,756,2012,2088,2306,2361,2496,2567,2713,3330,3340,3460,3619,3640,4698,4972 8,3,0,7,10,9,2,3,2,10,2,9,10,0,7,10,0,1,1,2
931 0 736,2880,3725 2,4,2
932 0 364,577,3006,3775 2,10,0,1
933 1 800,1140,1264,1419,2252,2487,2678,2945,3952,3967,3972,4275,4373 3,9,3,0,10,10,10,7,5,4,2,2,6
934 1 566,1748,2606,2694 0,5,2,6
935 0 1176,1207,1608,3883,4807 2,5,2,10,9
936 1 1312,3926,4892 1,2,5
937 0 87,132,282,310,623,743,1073,1181,1917,2430,2614,2955,2985,3147,3539,3913,4474 6,2,10,2,8,4,1,8,9,3,2,5,10,10,5,1,9
938 1 1255,2080,4921 6,1,8
939 0 135,382,1703 8,5,2
940 1 22,848,1105,1865,2091,2934,3251,3272,3313,3681,3950,4327,4685,4900 6,0,2,5,1,8,7,10,0,4,4,7,8,3
941 1 680,804,2124,2524,2637,2948,4375 10,2,4,8,8,8,10
942 1 668,750,920,968,1625,1706,1783,2152,3457,4288,4377,4743 1,4,5,3,10,1,5,7,5,2,8,0
943 0 717,740,929,1072,1216,1698,1961,2196,2286,2474,2766,3016,3134,4262,4345,4440,4504,4857 10,8,10,6,10,10,9,1,6,4,10,10,5,1,6,3,8,10
944 0 621,647,968,1083,1097,2928,3012,3422,4303 5,8,3,0,5,4,7,7,4
945 0 210,399,740,852,1726,1870,1971,2031,2154,2599,2636,3443,3799,3829,4447,4884 4,10,8,5,2,9,3,3,6,2,9,8,6,3,0,6
946 1 1786,3022 0,10
947 1 1920 4
948 1 4733 10
949 1 235,306,406,876,909,1052,2565,2667,4462,4813 1,6,3,6,2,7,9,3,7,5
950 0 3850 4
951 1 920,1359,2715,4347 5,2,8,10
952 0 693,1262,2593,4195,4198,4520 6,1,1,5,7,1
953 0 807,1020,2516,2521,3328,3465,4269,4840 10,2,3,7,3,6,5,2
954 0 555,594,1082,1669,1732,1831,1833,1879,3307,4745 8,5,2,9,0,7,0,3,9,6
955 1 165,1016,1643,1850,2007,2345,2419,3087,3217,3416,3795,4095,4158,4628,4938 3,3,10,7,10,8,5,5,0,1,7,8,10,8,5
956 0 56 2
957 1 222,673,2659,4080 8,6,5,10
958 0 495,1281,1364,1570,2303,3306,3704,4369 6,7,3,4,6,5,7,8
959 0 102,938,1000,1062,1407,2767,3319,3555,3561,3722 7,9,8,6,9,10,1,6,10,1
960 0 1611,1853,1882,2347,2928,3517,4340 5,5,10,7,4,3,5
961 0 42,99,795,1156,1334,2037,2098,2661,2710,3253,3493,3913,4256 1,7,0,8,6,9,7,6,0,5,1,1,2
962 1 592,605,653,654,722,1023,1631,1657,2031,2129,2181,2247,2922,3082,4125,4227,4352,4684,4725,4889 0,0,8,1,0,0,1,3,3,8,0,8,1,7,2,4,0,6,5,2
963 1 260,2314,2352 0,2,1
964 1 5,674,2168 6,8,6
965 0 318,1916,3697,3815,4177,4392 9,6,7,0,3,10
966 0 217,703,1407,1905,2375,2508,2606,3314,3409,3817,3861,4245,4466,4614,4647,4745 8,2,9,7,3,10,2,7,6,5,9,3,4,1,4,6
967 0 177,420,534,648,2079,2126,2377,2719,3418,3500,3811,3925,4112,4245,4285,4474,4593,4603 10,1,3,6,8,1,3,4,3,6,2,7,7,3,0,9,6,9
968 1 3670,4581 1,3
969 0 188,440,827,922,1205,3213 7,3,4,8,6,1
970 0 347,466,677,1134,1826,2289,2346,2615,3037,3799,3953,4090,4211,4366 5,8,6,0,1,4,0,5,7,6,4,1,5,1
971 0 227,232,1132,1598,3499,4746,4825,4913 2,5,4,1,3,2,7,2
972 1 1736,2406,4742 7,10,9
973 1 1344,2658,2664,3152,3242,3498,4404 5,2,0,4,9,5,0
974 1 378,935,1034,1232,1371,1567,1577,1910,2868,3286,3352,3874,4331 1,2,3,9,8,1,5,7,3,0,10,6,8
975 1 44,50,168,178,657,969,1037,1277,1697,2086,2101,2524,2544,2734,2898,3283,3588,4496,4528,4547 2,1,0,1,2,10,2,4,5,7,8,8,8,3,9,1,5,0,7,8
976 0 282 10
977 1 1141,1197,1648,2057,3496 3,9,4,0,5
978 1 4462 7
979 1 51,508,756,847,1233,2602,2632,3490,4256,4597 5,6,9,3,9,8,1,5,2,2
980 1 22,638,847,1038,1066,1330,1520,1549,1620,1896,2753,3189,3309,3860,3894,4159,4458,4818 6,9,3,3,7,10,9,10,9,3,4,9,0,0,9,8,7,5
981 1 688,742,1544,1718,1913,2731,2743,2816,4232,4674,4907 3,3,5,8,3,8,0,9,7,4,7
982 0 433,662,1395,3749,4135,4686 4,0,0,0,1,2
983 0 209,2064,4770,4884 0,4,9,6
984 0 786,1001,1293,2269,3144,3268,3976,4554,4568,4831 0,7,5,6,2,5,7,10,8,6
985 1 178,4077 1,8
986 1 126,1265 7,5
987 1 88,606,692,1067,1095,1101,1218,1225,1610,2610,2779,2816,3008,3356,3803,3831,3934,4012,4485,4945 1,5,8,4,2,0,1,5,3,5,2,9,9,4,2,4,6,3,6,9
988 1 4843 1
989 1 4,334,949,2691,2847,3038,3315,3555,3584,3985 0,4,4,7,2,5,5,6,3,3
990 1 38,95,1552,1563,1602,1654,3527,3590,4167,4496,4901 4,3,6,7,6,6,2,0,9,0,10
991 0 546,580,889,1303,1429,1721,2196,2320,2334,2597,2773,2838,2870,3046,3359,3663,4947 4,6,0,1,7,10,1,10,5,2,5,0,8,9,4,1,8
992 1 412,940,1219,1405,1413,1759,2388,2730,3487,3499,3561,3855,3965,4095,4280,4318,4775,4842 3,7,1,2,8,10,4,6,0,3,10,5,5,8,8,3,2,5
993 0 875,994,1650,1705,2846,2967,3062,4104,4111,4513,4624 1,1,3,10,8,0,9,3,9,10,4
994 1 993,3531,4186,4315,4716 0,1,8,3,5
995 1 974 8
996 0 235,495,1186,1256,1331,1722,1935,2085,2198,2770,2922,2950,3317,3420,3713,3889,3969,4929 1,6,5,7,7,3,4,4,7,4,1,7,2,10,6,7,4,2
997 1 574,848,1791,2328,3481,4598 0,0,4,7,1,4
998 0 561,1615,2286,2640,2976,3070,3085,3194,3220,3320,3525,3850,4535 5,2,6,0,9,7,4,0,1,9,9,4,10
999 0 195,402,512,1675,2017,2142,2150,2543,2873,2947,3103,3146,3627,3853,4005,4318,4436,4494 1,5,3,7,10,2,7,3,9,8,2,3,4,5,6,3,3,2
1000 0 688,1281,1529 3,7,7
1001 1 13,676,850,1247,2065,2419,4005,4659 9,5,7,7,1,5,6,0
1002 1 26,141,213,295,360,729,1230,1317,1355,1374,1382,1483,1696,1773,2094,2194,2446,2565,3099,3478 9,6,7,3,3,1,1,4,10,6,7,9,4,8,7,7,2,9,2,9
1003 0 295,688,1641,1798,2036,2103,2402,2546,2639,2956,3193,3749,4161 3,3,10,7,3,0,4,3,5,9,2,0,2
1004 1 159,588,751,812,1442,1690,1935,2038,2157,2427,2837,2946,3268,3643,4007,4973 3,6,0,1,10,10,4,4,0,4,7,8,5,4,3,4
1005 0 185,688,884,1399,2759,2991,3083,3176,3182,3414,3489,3623,4304,4528,4759,4762,4950 1,3,1,3,0,5,3,7,9,5,4,1,3,7,3,3,7
1006 0 596,1495,2335,2757 2,7,2,10
1007 1 4905 10
1008 0 205,209,349,762,1560,1708,1992,2441,3013,3027,3344,3459,3644,4012,4500,4609,4681,4787,4977 8,0,10,2,9,3,6,0,1,4,4,9,5,3,8,8,6,0,3
1009 1 233,698,745,859,899,965,1380,1702,1876,2053,2163,2982,3003,3088,3205,3289,3730,3827,4146,4981 6,0,5,5,6,9,0,6,4,8,1,3,1,8,8,1,6,9,4,2
1010 0 14,128,142,246,695,1368,1918,1951,2602,2739,2763,2841,2875,2897,2915,3449,3963,4598,4665,4718 6,9,4,9,5,4,0,10,8,1,1,3,7,9,2,4,3,4,4,2
1011 1 239,495,764,845,1027,1065,1333,1671,1980,2419,3087,3115,3268,3336,3576,3625,4030,4180,4247,4272 0,6,8,8,5,9,10,2,10,5,5,6,5,4,6,10,1,7,5,9
1012 0 332,926,1256,1580,1789,2350,2737,3088,3703,3777,4352,4440,4507,4866 4,0,7,2,9,8,2,8,0,4,0,3,4,9
1013 1 1086,2950,3637,3809 8,7,2,5
1014 0 175,217,336,415,443,686,769,864,958,1034,2718,2884,3305,3727,4571,4763 9,8,10,6,9,7,1,3,0,3,8,6,1,6,8,0
1015 1 366,372,1472,1972,3083,3356,3402,3468,3521,3681,4106,4288,4882,4948 1,9,4,9,3,4,8,1,9,4,5,2,10,1
1016 1 1197,4263,4310,4382,4512 9,0,8,10,10
1017 0 82,135,208,1530,1635,1697,1712,2404,2839,2926,3006,3843,3965,4352,4464,4730,4761 7,8,9,5,8,5,2,2,7,8,0,3,5,0,3,6,10
1018 1 566,869,951,1431,2001,2845,3448,3561,4164,4229,4238,4406,4523,4786 0,4,8,6,1,2,0,10,8,4,7,0,2,0
1019 1 216,356,397,801,1270,1345,1918,2178,3105,3124,3207,4290,4841 5,1,1,2,5,6,0,9,8,10,5,1,1
1020 1 725,1599,1945,3155,3171,3228,3262,3787,4009,4540 2,7,8,7,10,2,0,8,2,2
1021 0 578,2642,3125,3968,4045,4654 10,6,4,10,8,7
1022 0 2081 4
1023 1 2082,2823,2996,3524 4,5,2,0
1024 1 1000,2126,2133,3709 8,1,1,7
1025 1 210,574,593,612,1058,1270,2657,3590,3797,4045,4559,4648,4847,4867,4885 4,0,1,8,1,5,8,0,5,8,3,6,6,3,9
1026 1 152,1974,3261,4661 9,7,2,3
1027 0 7,273,984,1445,1972,2303,3955,4958 1,10,7,5,9,6,3,10
1028 1 77,213,289,471,1632,1850,2030,2219,2748,3172,3540,4085,4319,4758,4861 4,7,5,2,6,7,0,9,10,0,3,9,6,2,9
1029 1 1365,1568,1577,1844,2084,2171,2475,2538,2591,2672,3053,3669,4938,4966,4999 1,1,5,3,3,9,5,4,10,9,8,1,5,4,0
1030 0 452,533,1039,1859,1940,2067,2157,3134,3528,3583,3736,4232,4842 3,10,2,3,1,4,0,5,8,10,6,7,5
1031 1 248,547,557,1251,1292,1735,1850,2059,2110,2122,2267,2486,2617,3056,3816,4023,4110,4161,4530,4842 2,1,5,3,8,8,7,1,1,7,8,8,10,9,5,10,8,2,5,5
1032 1 1205,1924,2750 6,2,0
1033 0 184,307,330,570,582,675,1197,1269,1534,2169,2250,2464,2617,2711,2951,3344,3559,3979,4693 2,4,7,3,10,9,9,5,8,10,2,8,10,4,7,4,8,7,6
1034 0 346,494,628,2410,2506,2559,2691,2824,2861,3178,3204,3248,3260,3285,4271,4468,4491 9,9,3,6,2,7,7,0,1,3,5,3,7,5,4,7,6
1035 0 647,695,828,1335,1384,1461,1468,2218,2443,2827,3572,3666,3685,3799,4421 8,5,8,0,8,8,8,1,10,7,2,0,5,6,4
1036 0 1369,3274,3831 8,9,4
1037 1 3720 7
1038 1 342,352,699,977,2074,2422,2485,2692,2716,3522,3583,4286,4463,4670,4756,4764,4854 1,5,0,5,10,10,0,7,8,9,10,9,3,4,1,0,10
1039 0 993 0
1040 0 131,904,1670,2186,2378,2590,2967,3490,3681,4097,4327,4413,4835,4881 9,5,6,7,1,5,0,5,4,0,7,5,4,3
1041 1 232,1289,1390,1578,1722,1728,1767,2477,2613,2819,3043,3362,3796 5,3,3,5,3,7,0,0,3,10,2,3,2
1042 0 2198,2275,2350,4693 7,5,8,6
1043 0 2407,3456,3904 9,10,1
1044 0 700,1462,1783,2092,2378,2646,2727,3295,3313,3792,3879,4181,4186,4294,4789,4879 2,0,5,3,1,7,2,1,0,6,6,0,8,4,4,7
1045 0 94,136,352,427,542,1235,1415,1679,2645,2696,2723,2944,3272,3372,3693,3753,3832,4281,4571,4822 3,5,5,7,9,6,4,8,10,9,3,10,10,4,0,2,7,1,8,10
1046 0 501,821,1304,1713,1926,2696,2741,3156,3233,3705,3721,3743,4605,4639,4707 6,2,0,1,2,9,8,9,9,4,9,0,10,4,1
1047 1 435,683,1218,1374,1773,1787,1901,2619,2817,2878,2964,3900,3962,4110,4456,4504,4902,4995 2,7,1,6,8,7,10,0,1,3,4,9,5,8,7,8,1,9
1048 0 117,514,2268,2625,2657,2829,2971,3185,3382,4048,4946 8,9,8,9,8,8,9,10,5,5,0
1049 1 23,866,1036,1208,1538,1803,1822,1852,1928,2615,2754,2812,2956,3178,3241,3245,3532,3920 5,5,8,1,9,10,6,3,4,5,5,0,9,3,9,10,4,0
1050 1 126,525,611,812,1090,1388,1477,2057,2102,2587,2643,2860,3806,3994 7,8,1,1,10,9,8,0,2,10,4,3,3,0
1051 1 728,957,4791 0,8,2
1052 1 577,1181,1363,1376,1399,2154,2297,2398,2426,2578,2654,3691,4297,4404,4606,4629 10,8,2,9,3,6,10,2,0,1,9,5,6,0,2,0
1053 1 313,400,602,661,932,1020,1106,1310,1339,2439,2883,3861,4118,4482,4903,4904 5,5,5,4,6,2,4,6,6,2,0,9,5,3,5,10
1054 1 83,1113,1359,1514,1568,2184,2971,3083,3113,3361,3790,4266,4321,4517,4529,4680,4752,4843,4925 8,1,2,6,1,0,9,3,3,8,7,5,2,5,7,10,4,1,6
1055 1 11,224,677,820,987,1285,2098,2103,2720,2872,2951,3661,3776,3997,4391,4536,4554,4721,4739,4818 0,5,6,10,5,2,7,0,6,1,7,2,7,3,8,9,10,10,0,5
1056 1 160,836,1085,1355,1501,1607,2466,2802,2854,2896,3094,3567,3682,3728,3812,4388,4696,4840,4879,4902 10,0,4,10,6,5,5,8,9,0,4,9,2,7,4,5,8,2,7,1
1057 1 73,732,1256,1685,2226,2502,2689,3713,3752,3887,4354,4532 1,7,7,10,6,6,8,6,0,0,0,6
1058 1 546,932,1073,1136,2563,2665,3941,4064,4757 4,6,1,9,5,2,10,1,10
1059 1 10,79,101,290,1228,1366,1770,1814,2011,2139,2755,3476,3833,3936,4341,4893,4985 3,5,2,5,4,10,3,6,10,6,5,4,3,9,6,5,1
1060 0 503,635,670,688,1075,1224,1458,1514,2282,2344,2362,2593,2630,2787,2971,3011,3075,3283,3467,4028 1,4,5,3,4,5,3,6,3,5,5,1,6,0,9,0,8,1,4,5
1061 1 1200,3411,3623,4286,4383,4493,4930 0,3,1,9,8,2,5
1062 0 474,642,876,931,1354,1364,1579,1655,1820,1870,2431,3381,4255,4312,4574,4602,4660 1,10,6,7,2,3,0,3,1,9,9,4,3,0,0,5,9
1063 1 964,2752 6,4
1064 1 480 5
1065 1 3225 9
1066 0 664,773,1028,1058,1121,1151,2091,2255,2678,3223,3389,4475,4520 7,10,10,1,10,4,1,10,10,5,0,10,1
1067 1 415,641,939,999,1146,1156,3328,3411,4103,4234,4871 6,1,6,8,4,8,3,3,3,3,0
1068 1 428,683,900,919,985,1100,1120,2420,2513,2730,2756,2828,3217,3280,3344,4241,4484,4918 4,7,0,1,9,6,2,0,0,6,4,7,0,8,4,2,9,10
1069 1 2812 0
1070 1 116,157,226,2209,2384,3428,4053,4057,4164,4396 2,10,8,9,2,8,1,4,8,10
1071 1 669,678,1293,1628,1786,2228,3708,3765,3969 7,10,5,9,0,9,3,9,4
1072 1 199,1656,1999,2632,2850,2894,4261 10,7,7,1,7,9,7
1073 1 334,414,720,797,838,1061,1232,1675,1785,2669,2784,3423,4558,4832,4947,4977 4,0,6,4,4,7,9,7,8,0,7,1,2,10,8,3
1074 1 919,1192,1427,1650,1742,1888,2767,2993,3015,3232,3433,4455,4459 1,0,1,3,8,3,10,10,3,3,2,6,5
1075 1 509,611,684,773,1252,1405,1593,1722,2376,2382,3304,3393,3421,3737,3749,3770,3974,3975,4266,4465 10,1,4,10,9,2,7,3,5,8,5,9,1,9,0,5,4,5,5,1
1076 1 39,4445,4865 7,1,5
1077 0 39,371,443,1047,1860,1872,2015,2414,2659,2791,3116,4218,4235,4480,4595,4778,4790 7,1,9,3,6,8,2,0,5,2,9,8,7,10,8,0,5
1078 0 276,327,397,907,1748,1961,2270,2948,2971,3372,3433,3878,3903,4068,4303,4699,4818 2,0,1,8,5,9,6,8,9,4,2,7,0,0,4,1,5
1079 1 4642 1
1080 1 109,559,831,1414,1415,1969,2037,2144,2195,2960,3430,4258,4447 6,5,4,1,4,3,9,4,8,9,9,10,0
1081 1 1337,1366,1578,1939,2019,2086,2987,3274,3427,3448,3839,4137,4302,4527,4828 5,10,5,10,0,7,3,9,4,0,1,1,4,1,6
1082 0 766,1196,1345,1446,1662,3824,4511,4517,4752 10,10,6,5,5,0,8,5,4
1083 0 83,659,938,962,1035,1474,1650,1836,2166,2805,2856,2869,2871,3642,3649,3765,4188,4375,4551,4944 8,10,9,9,3,5,3,10,3,2,3,7,8,4,7,9,6,10,3,9
1084 0 1002,1227,1247,1370,1602,1831,1925,1993,2012,2804,2855,3023,3294,3452,4346,4470,4807 5,5,7,0,6,7,0,5,2,1,7,0,5,3,5,6,9
1085 0 195,437,565,714,1346,1914,2573,2589,2704,3353,3506,3552,3801,4250,4832 1,7,4,6,6,0,0,0,9,8,2,5,3,9,10
1086 0 198,918,1339,1439,1541,1880,2776,3250,4258,4555 2,6,6,1,7,10,10,7,10,0
1087 1 1607 5
1088 1 379,2064,2589,2866,3831,3909,4075,4194,4301,4322 10,4,0,5,4,9,5,5,7,9
1089 1 46,105,1384,1632,1720,1787,2031,2370,2408,2696,2859,3170,3249,3266,3594,4129,4271,4356,4672,4969 7,9,8,6,0,7,3,10,0,9,1,0,4,2,7,4,4,8,3,2
1090 1 59,1710,2558,2789,3611,3619,4084,4129,4493,4763,4972 9,3,6,2,8,0,6,4,2,0,2
1091 0 277,570,591,959,1829,1990,2388,2463,2511,2575,2647,2677,3241,3739,4069,4381 9,3,2,4,3,7,4,6,1,3,0,10,9,7,7,2
1092 0 87,296,1473,1498,1762,2296,2363,2396,2547,2747,2923,3699,3809,4249,4385,4444,4682,4700,4728 6,10,0,3,3,9,0,6,4,9,4,8,5,7,5,10,10,7,5
1093 0 70,289,751,909,927,1016,1216,1338,1609,2318,2679,2716,2950,3608,4151,4651,4832 3,5,0,2,9,3,10,3,0,2,3,8,7,7,1,8,10
1094 0 173,337,451,1460,1934,2772,3312,4169,4193,4225,4612,4664,4935 6,6,1,0,3,1,2,8,8,8,2,3,8
1095 1 110,367,579,820,1163,1942,2418,3183,3710,4175,4742 1,2,8,10,9,5,2,3,7,2,9
1096 0 265,2273 3,9
1097 1 311,442,1052,1674,2559,2693,2750,2765,2845,3292,3317,3582,4649 8,6,7,3,7,4,0,9,2,10,2,5,6
1098 1 2802,3359 8,4
