

0 0 8085 1
3163 1 249,3871,4084,6406,7637,8130 3,3,2,3,5,3
3164 0 481,767,844,1179,1381,2232,4363,4607,4934,6027,6651,6901,8010,9346,9396 5,4,5,1,4,1,4,9,9,5,9,9,3,3,5
3165 0 781,1054,2085,2604,3399,3694,4072,4355,4450,4719,5176,5547,5561,6476,6568,6711,7340,9006,9523 4,4,1,3,4,6,1,1,9,3,8,8,8,0,3,6,3,10,5
3166 0 4518,5938,6981 4,4,1
3167 0 1329,1413,2087,3992,4744,7025,8185 6,3,8,5,4,6,9
3168 1 24,2253,2349,2755,2843,3675,3945,5119,5175,5414,5949,6523,6887 5,8,3,5,6,10,2,2,0,9,4,6,6
3169 0 1075,1315,1642,2172,3864,4376,4591,4872,4981,5495,5558,5969,6421,6679,6900,7592,9063,9072,9494 3,8,7,4,4,1,3,0,1,3,3,9,5,10,2,7,7,5,2
3170 1 1162,1319,2175,3614,4361,5660,6076,8026,8682,8988,9270,9334 10,3,6,9,5,5,3,0,1,5,10,6
3171 0 1534,1638,1772,3043,3278,4134,5078,5254,5702,5793,5914,6346,6673,7958,8521,8745,9375,9735,9986 0,5,5,6,3,4,8,3,8,10,9,3,3,7,8,8,6,6,5
3172 1 314,352,577,1353,1444,2448,2542,3911,4422,5138,5499,6188,6190,7244,8745,8859,8952,9285,9771 8,1,0,7,4,7,0,2,6,10,3,1,8,1,8,6,3,1,8
3173 0 118,4812,8313 3,1,5
3174 0 221,883,1275,1302,2094,2743,4490,4906,5262,5307,6656,7078,8571,8881,8905,9185,9203 8,5,3,6,2,2,5,3,7,1,5,6,4,2,4,3,0
3175 0 5,6023,7464,9051 10,0,8,1
3176 1 1417,2830,3590,4147,5485,5901,7093,8485,9035,9668,9886,9971 3,4,3,2,10,9,8,7,4,1,4,3
3177 0 2261,3458,9187 3,3,3
3178 0 2340,2944,2982,3526,4914,5079,5447,6441,7181,8616,9001,9284,9671 1,3,8,10,7,2,9,2,3,10,0,2,7
3179 1 791,894,1213,1259,1654,2729,3444,3526,3747,4530,4534,6298,6675,7945,8488,9358,9629 4,7,8,3,3,0,6,10,5,4,7,3,4,3,6,4,2
3180 0 103,400,718,1039,1198,2024,2088,2099,3035,3744,3826,3999,4455,6275,6491,7708,7766,7972,8264 2,9,1,6,9,5,4,1,6,0,8,1,2,2,9,2,3,3,4
3181 1 1330,1470,2227,4131,5141,5372,5974,6509,6774,8036,9008,9043,9805 6,5,2,4,4,10,10,5,8,6,6,0,8
3182 0 209,523,1379,1589,3011,3197,3495,3609,6073,7369,7864,8005,8388,9359,9474,9556,9713,9899 4,9,2,9,7,1,5,0,6,7,8,5,7,3,5,3,5,0
3183 0 528,810,2682,4276,4417,4873,7842,8431,8557,9060 5,3,3,4,0,0,0,6,7,6
3184 1 93,168,251,1110,1341,2609,2849,3266,3666,3764,3914,6031,6411,6561,6699,7018,7647,8107,8479,9873 2,5,10,4,3,0,9,2,4,6,3,0,7,1,8,8,3,6,5,9
3185 0 633,860,1032,1296,1387,2376,2649,3490,3962,4141,4902,6902,7896,8384,8704,8718,9361 0,3,10,6,10,6,2,6,4,6,4,4,7,2,10,5,2
3186 1 1158,2277,2281,2438,3863,4149,5266,5907,5910,6419,6568,7389,7873,8010,8384,9389,9518,9813 3,6,9,2,9,4,7,5,0,2,3,8,10,3,2,4,5,1
3187 0 1879,2480,5457,5707,7140,7165,7605,8304,8480,9202,9518 5,9,7,0,1,1,7,6,10,5,5
3188 1 351,761,1179,4026,5257,5697,7659 7,8,1,0,6,1,8
3189 1 838,1026,2369,3931,4443,4539,6132,7870,8391,8749 0,8,2,3,2,6,1,8,10,7
3190 0 253,2950,5581,6653,9429,9610 7,6,6,0,9,1
3191 0 1180,1463,2765,4374,4679,5067,5428,6028,7142,8233 2,4,6,8,10,4,6,3,3,9
3192 0 1696 1
3193 0 369,1447,1638,2147,3784,4344,4702,5155,6326,7496,8591,8641,8838,9222 5,4,5,1,1,3,0,2,6,8,0,5,5,9
3194 0 45,49,3037,3457,3558,3920,5225,8584 0,10,9,2,5,10,5,5
3195 0 499,3077 8,8
3196 1 1832,2349,2908,3688,3896,5772,6323,7112,8012,8488,8509,9410,9939,9954 1,3,10,3,9,2,6,5,2,6,1,10,0,9
3197 1 481,787,1527,2335,3285,3886,4373,4777,5888,6108,7849,9145,9438 5,8,9,3,4,4,8,2,4,2,3,9,0
3198 0 763,1292,1384,1639,1869,2296,3134,3469,3636,3939,4765,4854,6249,6676,6938,8080,9582 5,2,3,4,3,8,6,3,1,3,6,8,7,2,0,6,2
3199 0 341,1279,1292,2356,6296,6314,6956,8738,8861 5,2,2,0,0,2,1,5,0
3200 1 1217,1633,2075,2295,2340,2420,3276,4633,4684,5511,5802,6227,8063,8129,8470,9366,9580,9774 7,0,0,8,1,4,4,10,2,3,9,6,8,8,6,6,6,7
3201 0 2530,5036,6790,6996,8646,8739,9460,9536 10,7,5,9,0,6,2,9
3202 0 2177,2293,2358,2599,3300,3886,4075,5493,8213,8621 8,0,5,9,5,4,3,3,7,3
3203 0 845,1406,1825,2124,2190,2372,3753,4924,4991,5080,5978,6011,6061,6551,6837,7820,7847,8582,8977,9246 10,3,0,3,0,8,5,5,3,2,10,5,5,1,9,2,1,10,8,10
3204 0 58,774,967,2625,3490,3916,5877,6665,7556,8270,8817,9589,9735 9,0,4,2,6,9,3,4,2,2,4,4,6
3205 1 488,1220,1448,2767,2982,3759,5545,5669,6075,6351,6943,8022,8793,9581,9991 6,1,8,6,8,6,2,4,3,9,4,7,7,9,3
3206 0 1439,1489,1733,1809,1816,1892,2612,3165,3378,4162,4554,5160,5391,6206,6898,7508,7953,8017,8233,9037 9,9,10,8,5,4,8,9,4,8,2,9,5,4,8,5,0,7,9,0
3207 0 276,959,1601,2338,2669,3902,5178,5261,6466,7028,7193,7869,8375,9514 8,4,8,7,6,4,1,3,5,10,2,2,3,7
3208 1 87,612,1467,2558,4114,4398,4658,4950,7472,8251,8652 5,9,5,1,10,6,0,9,0,4,6
3209 0 1992,4732,4899,6315,8515,9656,9684 10,8,8,5,2,2,2
3210 0 1188,2070,2452,2667,2812,3131,3400,3698,4166,4198,5127,7844 5,5,2,6,5,9,6,0,0,5,7,5
3211 1 1316,2649,3009,9003 0,2,2,5
3212 0 979,2022,2419,2725,4522,9663 2,7,10,6,7,10
3213 0 829,1234,1516,2170,4394,4744 0,10,6,0,5,4
3214 0 355,881,1064,3197,3333,3361,3598,4013,4674,4730,5222,5271,6370,8318,8614,8966,8968,9047,9873 9,10,0,1,6,1,7,6,6,4,4,8,8,4,5,0,7,9,9
3215 1 2237,6451,7458 6,8,8
3216 0 1004,1330,1338,3672,5715,6216,6677,6855,7270,8127,8461,9868 9,6,10,0,8,4,10,10,1,9,5,5
3217 0 370,760,2001,2363,3567,5078,5390,6928,7074,8651 0,9,4,0,5,8,2,8,0,1
3218 0 338,1528,1832,3299,3713,5447,5505,6454,7174,7229,7235,7306,7771,8300,8339,8404 3,2,1,7,5,9,3,1,1,7,2,10,1,7,2,4
3219 1 413,3291,4807,7286,7468,7785,7924,9643 4,10,1,10,3,1,9,9
3220 1 538,773,2308,2910,5631,5671,6273,6603,6910,7943,8154,8623,9458 4,0,3,1,7,0,10,1,7,5,3,7,8
3221 1 1675,7864,8658 1,8,0
3222 0 674,3085,8315 6,0,1
3223 1 243,1044,2503,2957,3885,6133,6225,6524,8215,8925,9411 0,8,9,5,2,8,3,10,4,10,9
3224 0 1032,2138,3517,3766,4000,5054,5129,5293,5685,7571,7859,8048,9222,9998 10,10,4,0,1,7,3,5,2,9,9,8,9,5
3225 1 3381,5809,7669 7,4,1
3226 1 3526,4188,4847,7238,7938 10,8,10,6,5
3227 1 216,3237,3854,5076,7575,7686 7,8,7,0,5,9
3228 1 237,600,638,1927,3414,4458,7748,8244,8774,8854 5,7,1,2,9,1,0,8,3,9
3229 0 684,3857 0,3
3230 0 327,332,727,1301,2284,2633,3347,3694,3704,3848,4491,4702,5230,5588,6385,6803,7588,9163,9524 9,2,2,7,5,10,9,6,0,10,6,0,4,2,5,10,9,9,1
3231 1 274,858,2028,3008,3416,3891,4696,5221,5735,6377,6818,7610,7705,8284,9578,9761 3,5,7,1,6,3,4,8,6,8,5,6,0,7,6,1
3232 0 150,561,1843,2856,3391,3859,4190,4290,4901,5086,5778,6051,6997,7325,8431,9528 6,4,9,9,3,9,9,10,4,8,7,6,6,6,6,7
3233 1 1958,3008,3297,3497,3803,5194,5964,8064,8973,9349,9856 8,1,3,1,9,8,6,2,8,7,10
3234 1 787,2172,4119,4964,6654 8,4,5,9,5
3235 1 1531,2349,2375,2580,2592,2731,3384,3739,5418,5905,6035,6477,6982 5,3,5,0,1,7,2,9,8,5,10,7,8
3236 1 721,1347,1394,1575,1697,1833,1890,2351,2795,2838,6524,7142,7837,8067,8404,9203,9793,9819 8,8,3,10,10,1,2,2,10,6,10,3,1,4,4,0,2,6
3237 1 558,624,1214,2075,3023,3147,3988,4022,4490,4818,5690,6131,6268,8240 10,3,1,0,0,6,3,0,5,1,8,8,1,0
3238 1 6832 1
3239 1 1174,2028,2205,4599,5240,5293,5603,5880,6481,7692,8574,9530 5,7,6,5,2,5,0,3,1,2,7,10
3240 1 1868,1894,2267,2274,2774,3073,3536,3843,4347,4729,5382,6058,6066,7379,8039,9053 3,1,10,2,2,9,4,5,5,4,1,9,2,3,7,9
3241 1 1365,2449,3575,7638 8,2,0,9
3242 0 1407,1498,1798,1863,1872,2008,2984,3372,4884,5132,7255,7818,9565,9869 6,9,2,9,2,7,10,2,6,1,4,6,7,10
3243 0 189,599,1634,2836,3144,3375,3445,3948,4313,5950,7093,7560,7706,7948,8558 1,3,2,5,4,2,1,0,8,3,8,9,1,4,2
3244 0 798,1213,2324,4106,4179,5178,5362,5439,5813,6311,6660,8569,8884,9572,9765 4,8,3,1,10,1,1,0,0,9,9,0,1,8,6
3245 1 2007,3415,7235 0,1,2
3246 0 644,3587,4578,5180,7266,7578,8084,9186,9472 2,10,4,9,4,7,10,6,3
3247 1 1081,4276,5331,9018 9,4,8,7
3248 1 7705 0
3249 1 5340,5959,7599,7816 3,3,10,7
3250 1 340,3205,3904,4301,5383,5517,7431,8922 4,8,3,2,6,5,5,1
3251 0 213,943,1691,1748,2189,3837,5469,6723,7236,7344,7790,8220,8240,9759 4,1,3,7,6,4,4,1,2,0,4,2,0,9
3252 0 2556,2932,4608,5763,8500,9557 8,5,0,5,6,1
3253 0 3357,3615,3649,3768,4222,4239,4308,4338,5026,5508,6920,7014,7689,8187,8678,9737 3,5,1,2,3,2,5,1,7,1,3,4,10,6,6,10
3254 0 384,1380,2635,3620,3713,3974,4525,7008,7918 4,3,8,9,5,4,2,3,1
3255 0 375,1459,1883,4333,4785,6644,6958,7912,8848,8914 10,2,0,9,3,0,5,0,2,8
3256 0 344,4564,4594,8222,8561 10,6,0,0,1
3257 1 890,900,3460,4293,4641,5909,6388,6485,9776,9915 2,3,5,0,9,10,1,8,1,9
3258 0 1827,3355 1,3
3259 1 114,721,1543,1642,1968,2046,2170,2256,2903,3962,4863,5392,6106,6231,7254,8501,9494,9643,9745,9945 5,8,4,7,5,2,0,4,8,4,6,5,10,3,8,0,2,9,1,3
3260 0 3239,3623,3639,6977,9175 2,5,6,10,0
3261 0 1177,1850,1890,5310,5343,6174,6972 7,5,2,10,4,9,10
3262 0 406,843,1159,2103,2921,3444,4098,5991,7888,8038,8779,9011 4,9,1,1,8,6,5,7,0,6,7,7
3263 1 2658,4450 1,9
3264 1 9479,9894 7,9
3265 0 2386,3553,4338,6363,6896,7867,8283,8360,9189 2,1,1,4,1,0,10,3,1
3266 0 1609,5604,9120 2,0,4
3267 0 2486,3784,3794,5937,6146,8085,9414 3,1,10,6,3,1,6
3268 0 735,1643,1756,1858,1901,3003,4904,7013,9871 4,1,10,6,3,5,7,5,3
3269 1 230,656,1131,1870,2115,2845,5109,6455,6630,7773,8070,8831,8987,9461 0,8,8,7,2,3,2,0,9,2,3,4,8,4
3270 1 762,3619,6497,6762,7124,8426,8739,9229,9702 8,6,4,5,4,4,6,10,0
3271 0 2176,2970,2973,3206,3517,3837,4158,4472,6289,6586,7992,8446,8683,8814 9,8,2,2,4,4,8,10,9,5,6,5,1,8
3272 1 2508,3242,4308,4756,7526,8691,8916,9317,9740 8,6,5,3,2,10,5,10,5
3273 0 1258,1674,1938,2381,6908,8157,9081,9142,9710 8,5,5,8,4,8,9,0,2
3274 0 821,4121,6310,8911 7,9,8,0
3275 0 550,867,908,1154,4716,4856,5564,6782,7562,8847 9,5,2,3,5,7,2,5,10,3
3276 1 1286,1976,6173,7136,8500,8871,9004,9192 5,1,0,4,6,0,7,10
3277 0 988,1416,2460,2924,3401,4034,4497,5092,5138,5303,5346,5348,7506 0,9,1,4,3,6,6,5,10,0,2,6,4
3278 0 8,341,817,1528,2762,5581,6457,7631,8859,9586 10,5,6,2,5,6,0,10,6,1
3279 0 149,165,277,544,1815,2851,4434,6990,9750 4,7,6,9,8,6,3,6,8
3280 1 644,1996,2236,2827,3101,3316,5412,6019,6142,7212,8111 2,6,7,1,10,0,0,5,2,4,0
3281 0 315,1498,2646,3288,3619,6585,7425,7619,7832 2,9,4,10,6,10,9,3,1
3282 1 2326,5048,7131,7149,7853,9109 7,7,3,4,9,1
3283 0 197,492,2148,2889,3720,3787,4024,4059,4424,4592,5800,6607,7593,8839,9343 5,7,6,8,9,0,1,8,0,0,3,5,0,1,1
3284 1 21,68,676,856,3135,3259,4597,4943,5175,5352,5876,6816,7642,8130,8614,8955,9053,9709 0,10,2,10,9,10,9,8,0,9,2,4,4,3,5,7,9,1
3285 1 584,2811,3285,5118,5537,6353,7051,7265 4,8,4,0,8,10,7,3
3286 1 158,1731,2664,4353,5473,5579,6459,7856,8143,8620,9761 0,4,0,2,8,5,9,0,6,9,1
3287 0 1727,1735,1992,2418,3826,4146,4711,4749,6010,6405,6546,6766,7913,8157,9201,9249,9317,9711 4,6,10,6,8,4,1,6,10,1,7,2,5,8,10,9,10,5
3288 0 610,8706,9652 2,0,6
3289 1 401,3723,8604,9212 6,6,1,5
3290 1 457,638,907,1351,2024,2689,2801,2940,3478,4201,5131,5203,6551,7708,7784,8779,9246,9538,9931 8,1,3,10,5,2,4,1,5,10,3,4,1,2,8,7,10,2,8
3291 1 87,4180,5586,7350,8211 5,0,6,9,5
3292 1 476,743,1115,1958,4177,4369,7074 2,3,0,8,6,0,0
3293 1 232,991,1560,6555,7066,9379,9547 1,10,6,2,6,10,10
3294 0 890,1030,1351,2917,3005,3013,3471,4317,5031,5438,5829,6814,6823,8200,8444,8745,8811,9164,9363,9949 2,6,10,2,3,7,2,2,9,3,4,7,5,4,5,8,0,5,5,6
3295 1 191,637,1048,1568,2412,2499,2658,5162,6064,7842,8847,9593 2,1,10,1,9,8,1,9,9,0,3,9
3296 0 1184,1976,2498,2565,3019,3172,3698,4336,4361,4405,5129,5185,5608,5886,6526,7750,7777,8206,8400,9719 7,1,1,7,3,0,0,3,5,0,3,7,8,4,6,0,9,3,10,10
3297 0 480,6300,8934,9543 3,9,4,1
3298 0 484,499,677,1173,1950,2442,2623,2954,3705,4161,4778,6626,7265,7656,8581,9084,9414,9658,9989 6,8,0,4,6,8,9,7,7,1,2,2,3,0,8,6,6,4,4
3299 0 914,1733,2146,2258,2747,5101,5408,5998,8059 3,10,6,3,10,0,2,9,6
3300 0 85,1248,1440,1583,2492,3461,6482,7323,7863,7980 1,5,1,8,1,1,9,0,2,8
3301 0 190,1431,3132,5296,7295,7574,8094,8544,9185,9398,9577,9749,9835,9961 3,10,4,1,10,9,3,5,3,7,5,1,8,1
3302 1 88,395,1815,2100,5161,5876,6514,7963,8073,8256,8628,8983,9269 2,8,8,4,2,2,3,3,9,7,4,2,2
3303 0 220,2081,2098,2694,3778,3891,5210,6332,6420,7122,7308,7666,7783,8131,8238,8981,9144,9984 10,3,5,3,9,3,9,3,4,7,8,8,0,5,6,4,2,8
3304 0 658,1532,3523,6488,8983 10,2,10,0,2
3305 1 9210 10
3306 0 4298,5194 8,8
3307 1 8288,8334,9383 7,9,6
3308 0 111,167,2106,2568,2599,2706,3306,3733,3876,4420,4965,5308,5519,6604,6645,6798,8023,9929 10,2,6,8,9,3,7,1,9,0,7,7,8,1,3,8,4,1
3309 0 77,1871,1891,2439,2576,3871,4981,5080,5257,6529,6779,7258,7455,8753,9211,9219,9290,9702,9906 2,3,10,1,1,3,1,2,6,3,10,8,4,7,7,5,10,0,3
3310 1 562 6
3311 0 904,979,1673,2800,3052,4808,6603,7493,8920 5,2,9,6,1,7,1,7,6
3312 1 2516,3690,6210,8114,9014 5,4,3,7,1
3313 1 675,1022,1968,2009,3332,5017,7748,7850,9102 7,1,5,1,1,9,0,1,1
3314 0 595,629,763,819,1381,1765,2027,2268,3412,5991,6800,7983,8585,9046 8,7,5,10,4,7,3,6,0,7,1,7,4,5
3315 0 5706 5
3316 0 4658,5494 0,9
3317 0 1282,1709,2359,2672,3049,3191,3292,3339,3846,5177,5898,6597,7604,7658,8524,9606 5,2,8,1,2,9,1,7,7,0,6,10,8,5,5,4
3318 0 1447,7783 4,0
3319 0 508,5463,5584,5758,6071,6396,6659,7559,7892,7924,9071,9463 3,4,10,7,8,4,0,2,8,9,10,1
3320 1 4046,4280 9,6
3321 1 3460,4515,7019,7648,8646 5,5,2,4,0
3322 0 81,695,2679,2750,5477,5675,6647,6804,6966,7038,8024,8342,8441,8997,9719 6,3,5,10,0,6,10,6,3,10,9,6,10,5,10
3323 1 7301 4
3324 0 1000,1930,2657,2947,3626,3828,3847,3979,5086,5513,5915,6661,6962,7001,8477,9479,9867 5,10,4,8,4,9,8,2,8,0,7,2,10,1,7,7,7
3325 1 616,706,1522,3997,4441,4618,5257,6176,7555,8277 8,8,2,0,6,10,6,0,3,2
3326 0 637,1245,6040,8764 1,4,1,2
3327 1 7026,7352,8706 10,10,0
3328 1 650,2058,2769,3148,3292,4394,5294,5816,6272,6317,6731,9495,9901 7,8,3,0,1,5,2,7,8,2,5,2,7
3329 0 199,677,682,992,1521,1901,2845,3015,3349,5736,6491,6700,7225,8117,8307,8709,8762,9165,9540 8,0,3,10,0,3,3,7,3,6,9,5,5,5,1,3,8,1,5
3330 1 374,2389,2526,2981,3285,4603,4866,5948,6472,7218,7472,9097,9484,9964 5,3,4,7,4,9,6,4,8,10,0,4,6,5
3331 0 132,1073,1345,3333,5590,7386,9123 5,8,8,6,8,0,8
3332 1 3586 0
3333 0 1253,2112,2308,2322,2637,3115,3403,3501,3921,3975,4501,4581,4708,4720,5365,6621,6731,6958,7185,9867 4,9,3,2,4,0,3,0,3,4,9,3,5,8,9,1,5,5,4,7
3334 0 183,1069,3084,3153,3524,4658,5492,6149,6455,7360,7536,7917,8459,9756,9870 1,7,0,2,0,0,3,1,0,8,9,6,1,1,7
3335 0 623,1253,2087,2791,4391,5265,6167,7154,8157,9042 0,4,8,1,8,0,9,10,8,3
3336 0 2273,5141,6032,6815,7063,7926,8503,9700 8,4,9,4,2,3,2,1
3337 0 413,1517,2168,3116,3893,4831,5959,6914,7978,9100,9460,9538,9761,9795 4,5,1,6,5,10,3,10,7,4,2,2,1,10
3338 0 764,5619,7024,7822,8821,9940 6,1,3,10,10,5
3339 1 177,2104,3425,5272,5711,6827,7058,7433 7,3,4,3,8,2,7,1
3340 0 6760 10
3341 1 159,242,744,1145,1361,1730,2201,2269,2932,3332,3636,4252,4271,4409,4987,6243,7768,8311,9828 6,4,6,10,6,6,4,6,5,1,1,9,2,4,10,0,3,6,1
3342 0 459,1369,2389,4011 7,2,3,10
3343 0 2941,3338,3828,4091,4287,4336,4703,5439,5456,6437,6622,6986,8607,9514 2,5,9,5,4,3,8,0,1,9,9,4,0,7
3344 0 575,768,985,996,1979,4131,5062,5220,6452,6735,6881,7385,8847,9120 2,1,7,8,6,4,8,10,5,4,3,5,3,4
3345 0 771,1347,1494,2088,2887,3306,3320,4692,4933,5537,7751,7989,8135,8243 9,8,4,4,3,7,2,2,0,8,1,8,7,1
3346 0 2577,3823,4678,5434,6306,8547,8739,9265,9768 5,3,8,0,1,3,6,10,6
3347 1 1554,2678,2986,3559,5297,5372,5374,5670,6250,6342,6581,7050,7717,8511,8607,8915,9139,9376 0,3,3,2,9,10,7,2,5,2,5,1,8,1,0,6,0,8
3348 0 215,398,758,764,1630,3496,5238,6392,7401,8086,8955,9568 0,3,4,6,8,10,10,1,4,10,7,9
3349 1 1378,1451,1965,2259,5110,5281,5350,5966,6661,7106,7157,7850,9078,9146,9960 2,1,7,9,3,7,4,5,2,2,5,1,7,9,7
3350 0 3282,3528,3562,5139,5371,5900,6667,7279,7424,7774,8588,9435 3,10,2,5,1,7,1,9,9,6,7,8
3351 0 67,1457,2981,3184,4086,4243,4276,5336,5579,5937,6102,6369,7249,8488,9450 10,7,7,3,7,7,4,2,5,6,8,3,3,6,4
3352 1 2155,2364,6027,6530,7724,8544 1,5,5,10,6,5
3353 1 1191,1440,2663,3356,3670,3921,4286,4551,5613,5619,5669,7089,7313,8996 4,1,3,5,0,3,7,4,10,1,4,8,1,0
3354 1 353,1228,1255,1810,2548,4123,4189,4266,4744,6140,6943,8909 6,7,4,1,3,6,10,8,4,9,4,3
3355 1 232,2403,3456,4273,8109,8614,9318 1,0,8,6,6,5,5
3356 0 2108,2583,3171,3234,3857,4857,4903,5226,5239,5705,8134,8453,8543,8702,8891,9688 10,8,6,3,3,8,10,10,1,1,0,2,7,4,7,3
3357 1 386,2160,2499,3293,3775,4636,5254,6241,6366,7052,7996,8230,8655,9259 8,8,8,10,6,8,3,8,5,9,8,3,9,5
3358 1 462,6016,9559 2,10,7
3359 1 726,4185,5945,8795 8,6,7,2
3360 0 772,1286,1971,3728,5137,6194,6660,9779 1,5,9,5,1,5,9,6
3361 1 840,1154,1893,2605,3364,3406,3517,3996,4007,5166,6537,7524,8218,8610,9039,9585 5,3,2,9,2,2,4,7,5,0,6,1,0,1,2,2
3362 1 2236,4245,4560,5198,5565,5615,5737,5747,6018,6417,6487,8408,9634 7,7,0,4,2,1,1,7,0,1,6,6,10
3363 1 228,262,2176,2520,5333,5421,6526,6894,7296,9541 10,10,9,4,0,9,6,2,9,5
3364 1 430,820,4843,5329,5460,6450,6746,7623,7938 6,1,4,9,5,0,5,2,5
3365 0 229,382,1295,2105,3388,3693,4272,4436,4846,5117,6223,6432,6799,6889,8362,9311,9388 5,4,10,6,5,6,4,0,2,0,7,2,7,7,4,1,9
3366 1 28,1016,1470,2858,2976,4405,5008,5118,5654,6650,6919,7104,7345,8579,9284,9491 4,9,5,0,4,0,5,0,5,8,6,6,10,10,2,10
3367 0 454,484,828,1093,2591,2854,3108,4629,4744,4793,5003,5166,6034,6659,6763,6824,8663 10,6,3,10,7,10,6,0,4,9,7,0,3,0,2,0,10
3368 1 119,516,1700,2153,2729,3237,3852,4111,6523,7734,9249 10,0,6,3,0,8,5,2,6,9,9
3369 0 313,1331,4256,5086,5278,8109,8445,9019,9096 8,0,0,8,6,6,10,9,1
3370 1 2927,3628,4058,5199,5336,6816,8299,8837 3,5,3,6,2,4,5,0
3371 1 2052,2135,3854,4975,5133,6316,8227 8,8,7,7,10,0,9
3372 0 559,862,1428,2301,2503,3629,4197,6382,7517,8684,8839,8968,9579 6,10,4,4,9,9,6,7,0,6,1,7,6
3373 1 746,837,1114,2778,3330,3758,5391,5611,6995,7641,7726,8538,8826,8921,9593 7,6,2,10,1,3,5,9,2,5,4,7,9,2,9
3374 0 471,700,1728,2977,3293,4621,4833,5296,6070,7110,8383,9077 9,7,8,0,10,3,2,1,5,7,10,1
3375 1 1364,2571,2727,2779,3709,4860,6936,8170,9187,9488 4,3,7,4,6,9,8,1,3,8
3376 0 247,3290,4163,6186,6545,8533,9518 7,2,8,1,1,7,5
3377 0 615,1388,2422,2866,3770,3856,4656,6450,8579,8779,9015,9531 0,9,6,6,7,9,3,0,10,7,9,9
3378 0 111,1594,2667,3898,4154,4562,7002,9004,9218 10,1,6,8,9,8,3,7,10
3379 0 4,1797,2276,3177,3786,4722,6537,6571,7300,7865,9533 9,4,0,1,9,7,6,9,6,9,4
3380 1 542,946,1312,1405,2319,2325,2688,2729,2860,3447,5365,5686,6711,8508,8725 4,8,9,7,8,7,5,0,10,10,9,7,6,6,3
3381 1 93,155,2418,3034,3342,4207,4352,8323,8333 2,6,6,7,0,3,3,9,0
3382 0 54,423,1807,2379,2455,2508,2531,2802,3750,3973,6586,6962,8295,8535,8776,9042,9357,9410 1,4,4,6,7,8,2,3,1,8,5,10,1,9,2,3,10,10
3383 1 611,1749,1934,2775,3270,4917,5199,6019,6052,7035,7418,8066 7,6,8,5,4,6,6,5,1,10,2,5
3384 1 1007,2247,3153,4260,4446,4507,4996,5017,6458,7364,7766,9594,9720,9736 2,10,2,6,6,8,9,9,9,10,3,0,5,6
3385 0 713,1379,2052,3319,3466,4822,6221,6908,7420,8117,8261,9751,9985 8,2,8,1,0,8,8,4,1,5,4,7,4
3386 0 309,781,807,1795,1808,2446,2847,3420,4581,5957,6090,6330,7603,7900,8188,8802,9319,9434,9443 3,4,4,9,4,3,2,4,3,9,10,9,8,9,2,9,6,9,5
3387 0 1366,5828,7093,7555 1,6,8,3
3388 0 383,868,4514,7058 1,0,7,7
3389 1 511,741,1050,2538,3685,4381,5189,7486,8194,8760,8788,8876 6,2,2,0,2,5,1,8,8,7,6,9
3390 1 273,935,2250,2308,3497,5182,5612,6104,6326,6566,7471,7518,7779,8037,9697 7,2,4,3,1,7,7,6,6,8,4,5,8,7,9
3391 0 5848 8
3392 0 1440,3266,3398,3653,4736,5603,6552,6935,7013,7577,7912,8257,8296,8861,9246,9290 1,2,10,7,9,0,2,9,5,7,0,4,2,0,10,10
3393 0 659,1214,2976,3076,3190,3749,5763,6484,6907,7147,8285,9008,9339,9708 1,1,4,2,4,1,5,4,0,3,0,6,4,9
3394 1 1547,2323,2556,3668,4030,4980,5115,5341,5883,6793,7033,7180,7199,7791,7802,9429 1,7,8,0,6,4,1,8,10,3,3,1,6,4,3,9
3395 0 18,1665,2577,5318,6093,9382,9585 8,10,5,8,5,6,2
3396 0 835,969,1431,2705,2788,4432,5188,5503,6687,7351,8937 2,2,10,10,8,7,3,8,10,7,2
3397 1 173,1117,1363,3917,4062,5680,6425,6817,6924,7088,7664 7,7,10,0,3,7,1,8,3,8,5
3398 0 2228,3152,3371,6517,8669,8779 3,6,3,6,3,7
3399 1 1176,1565,1620,3385,3870,4056,5044,6364,6755,8500,8920,9173,9500 7,7,1,10,1,6,10,2,9,6,6,0,3
3400 0 1833,1839,1899,2527,3474,4842,5747,6340,6702,6962,7609,7978,8138,8147,9209 1,7,8,9,0,2,7,7,7,10,10,7,6,9,10
3401 0 517,620,2089,2372,2735,2784,2973,3357,3499,4011,5048,5543,6054,6160,6367,6976,7396,7632,7640,8992 8,5,5,8,6,8,2,3,3,10,7,1,6,1,7,1,2,10,10,4
3402 0 596,1270,6436 8,5,8
3403 0 325,1013,1148,3401,3541,3618,5783,6663,6819,7189,7694,8233,8470,9378,9405,9830 1,2,5,3,0,0,8,0,10,6,9,9,6,5,2,5
3404 0 1029,1132,1521,3135,3236,3450,3787,4455,4915,6756,9581,9609 3,3,0,9,0,3,0,2,9,9,9,2
3405 0 179,258,400,440,444,1569,2938,3140,3222,3251,3304,3438,4517,4597,5294,5984,6387,6436,8607,9644 1,6,9,7,10,0,0,3,2,1,4,1,9,9,2,3,3,8,0,0
3406 0 1043,1546,2323,2329,3882,4966,5127,5151,5565,6234,7713,8337,9222,9328,9424,9704 8,10,7,9,0,9,7,6,2,1,8,3,9,5,1,9
