

0 0 7431,8872 9,9
5993 0 6163,8752,10511,12057,12749,14143,16404,19114 7,7,6,1,5,2,3,0
5994 0 2353,4397,4569,5118,6266,8018,8146,10076,13207,14056,14491,14885,19576,19666 0,1,9,8,1,2,2,7,2,0,10,6,8,8
5995 0 1763,3551,5473,11333,14073,14427,14932,19174,19713 3,6,9,0,1,3,7,9,6
5996 1 4663,7680,12394,14251,15536 5,5,4,9,5
5997 0 1138,1229,1698,3167,3406,7132,7481,7634,7701,8239,9023,9062,11311,12016,13684,18955 9,5,5,9,6,9,9,2,6,7,10,5,4,2,5,6
5998 1 286,12523,12658,14758,17680,18522 10,2,7,1,5,5
5999 0 1160,5094,17693,17770 1,5,6,8
6000 1 14839 10
6001 1 2711,3689,4810,8548,11918,13663,13956,14210,15604,15835,18406,19403,19769 6,6,6,2,8,1,10,4,2,4,4,1,9
6002 0 289,5270,6717,7213,7478,8101,9341,10893,12369,15447,16223,16569,19162,19767 10,8,10,5,0,7,10,6,7,1,3,7,10,2
6003 0 850,5632,6631,6987,8281,9554,11217,11237,11620,12308,12857,15794,16004,16059,16082,17584,19320,19386,19393 1,6,9,2,0,4,3,7,0,5,2,9,8,8,5,4,2,7,7
6004 0 929,1463,1488,2888,4243,7845,8525,10051,10512,15579,15766,17774,18135,18172 4,10,0,1,9,10,4,5,8,1,9,8,3,8
6005 0 2603,2768,3015,4304,9735,11551,11787,14531,14844,16306,17499,19870 9,7,9,8,1,8,6,9,3,7,5,7
6006 1 7861,11848,11865,12460,12937,13152,18939 9,2,8,4,8,10,4
6007 1 5217,14825 0,7
6008 0 282,1150,4218,4667,10524,12679,12947,14954,15606,16558,16614,17191,17526,18497,19456,19654 5,6,10,9,4,3,4,8,4,9,6,5,10,8,0,9
6009 0 449,1031,2758,3424,6320,6925,6951,13734,15756,17022,17828,18039,19104 7,3,0,3,6,6,9,6,10,1,4,2,8
6010 0 1300,11126,12084,16856,18249 0,7,6,4,4
6011 0 1239,2912,8543,11953,12831,17810 7,2,8,1,1,10
6012 1 1326,2851,5745,7717,9201,10815,13310,13405,13740,14324,15277,15383,15508,18401,19037,19665 2,1,5,7,7,5,6,6,8,2,4,6,10,10,7,0
6013 1 626,915,1525,1811,1901,2653,4131,4132,4237,6139,6689,7051,9953,10828,13239,14335,19635 1,0,8,6,2,8,2,8,6,3,3,4,10,2,4,2,0
6014 0 3601,5494,6694,7354,8186,10305,12747,15198 5,4,1,10,2,3,9,7
6015 1 378,900,3600,3783,6233,6867,11613,12133,12627,15326,15607,16173,17134,17299,17826,19255,19330 9,2,2,9,2,6,7,8,2,6,4,7,0,4,10,10,10
6016 1 967,3290,11658,11717,12132,12862,12863,16837,17580,18040,18938,19420,19450 4,1,8,7,5,4,0,8,9,9,7,6,4
6017 0 508,1188,1228,1625,2271,5399,6656,6818,7268,7874,9889,10572,12307,13951,14702,15626,16623,18833,18888 9,8,2,4,8,10,7,10,0,3,0,8,10,9,7,5,4,6,4
6018 1 1288,6867 5,6
6019 1 1413,2265,3555,13082,16075,16955,17934 9,6,6,3,10,2,8
6020 1 3316,7098,12673 10,7,6
6021 0 514,743,3535,3623,4270,6577,7044,12505,14980,15155,15358,16872,18931 6,4,3,6,4,3,10,3,0,0,4,2,9
6022 1 612,4956 3,8
6023 1 6886,9594,10849,15175,15933 3,10,4,8,7
6024 1 1429,3402,3611,5063,5911,7942,7967,9061,11508,11730,12136,15926,17083,18286 7,8,2,4,0,9,1,7,4,1,8,1,2,8
6025 1 303,1337,3730,3845,4237,6962,7093,8246,8408,10166,10528,13068,15903,17733,18185,19179,19386 2,4,4,9,6,10,10,8,6,9,0,1,10,6,6,3,7
6026 1 1103,3514,7575,7956,8825,9091,11848,11922,12115,13705,14322,16597,17208,17914,19954 8,0,4,2,5,0,2,7,10,9,3,7,2,3,8
6027 0 11439 4
6028 0 2158,10265,11598,11658,13673,18065,19147 0,1,10,8,4,8,9
6029 0 2368,2718,3600,9784,13270,13582 10,9,2,3,9,7
6030 0 1634,7167 0,8
6031 0 18315 3
6032 1 469,1809,2736,2802,2967,3424,4414,4994,6822,7214,7702,7884,7965,8807,10504,11866,17761,19053 4,0,6,0,2,3,2,4,0,2,2,4,6,0,5,10,1,2
6033 1 304,1464,2090,3286,4274,4581,4804,5617,7203,7324,8452,10926,11616,13023,14876,15820,16113,17101,19675,19732 2,7,5,8,8,5,7,7,1,5,1,0,10,7,9,4,0,7,10,5
6034 1 9679,14117 6,9
6035 1 18066 0
6036 1 2131,3125,3619,3783,5245,5284,5937,7592,9079,11969,13969,16477,18413,18686 0,10,2,9,8,3,8,2,7,10,2,6,4,4
6037 0 11234,15749 1,6
6038 0 2043,3738,6126,9632,12070,13432,15431,16374,16729,17899,18880,19156,19983 9,2,8,3,4,5,4,4,1,7,9,3,1
6039 0 4480,10059,10284,16233,17429,17437 0,3,10,10,4,4
6040 1 1014,2368,6281,9195,11779,14478,14484 4,10,0,3,4,7,4
6041 1 995,1275,2832,3922,4663,5389,5490,6682,6982,8166,8926,11500,13907,15610,16242,18240,19417,19979 1,3,8,8,5,10,1,10,5,5,2,2,4,4,1,3,6,6
6042 0 20,2361,2891,4260,4908,6147,6307,6367,6768,7465,8853,8876,10536,13937,14364,19926 5,5,5,6,4,8,0,1,3,8,2,8,5,0,8,7
6043 1 4819,9182,12269,15648,16028 7,6,0,8,7
6044 0 30,2502,4883,5654,7306,7635,7682,8750,9204,10822,11710,12632,13132,13264,14174,15153,15940,17705,19720 10,6,6,0,6,7,3,1,7,5,4,5,4,9,4,5,1,10,8
6045 1 1993,3095,7042,8350,10815 1,9,9,6,5
6046 0 277,6611,13846,14478,14666,18673 5,0,1,7,10,9
6047 0 1320,1515,2108,4520,4615,8193,9143,9549,9629,11449,11606,11834,16604,17790 1,3,0,1,5,7,0,7,4,7,5,0,6,7
6048 0 1029,4073,4366,5188,7609,7710,8318,9051,10207,10843,11451,13173,14905,15025,15662,15758,15783,18995,19197 1,8,5,8,5,10,6,3,8,7,7,2,0,10,1,5,1,6,9
6049 1 4188,5838,5996,6580,6913,9375,11252,11487,11579,11854,11958,12472,12868,13724,17395 7,9,8,2,5,6,6,3,6,1,4,0,7,2,4
6050 1 2411,6315,10023,12602,12654,15645 8,4,8,8,10,2
6051 1 712,4847,5620,6812,12108,13306,13849,14509,14833,16413,16551,17446,17743,18697 4,4,8,6,4,9,6,6,1,1,0,4,1,2
6052 0 600,773,965,1679,2090,2996,4903,7749,8249,9028,9404,11444,12713,15839,15992,16641,17566,18265,19007 4,10,7,7,5,10,8,0,9,5,7,4,6,3,6,7,8,5,5
6053 1 1316,1611,4053,5934,9899,15594,15820,17609 10,4,9,4,5,2,4,1
6054 0 12927 10
6055 1 2897,6008,8285,8449,10245,11248,11621,12082,12663,12998,13649,15722,15996,16692,17456,19743 5,1,7,10,0,0,1,8,0,8,3,0,1,0,3,3
6056 0 2206,2376,3846,4227,4583,5797,6517,7621,8169,8332,9227,10849,12404,14305,16019,19591,19713 3,9,0,9,2,1,8,9,6,8,6,4,2,6,7,5,6
6057 1 1328,1848,7432,7860,8579,8807,9012,9957,11694,12057,14366,16205,16292 6,3,9,5,4,0,5,3,1,1,1,10,5
6058 0 4606,5271,5428,18704 6,5,3,9
6059 0 2957,4692 0,0
6060 1 5248,6890,7411,7939,9986,10449,10561,10789,11115,11937,12578,19074 8,3,3,5,7,2,4,0,0,7,7,10
6061 1 1913,9634,16472,19981 9,8,2,8
6062 0 2376,6643,6988,6991,7798,9269,9597,10364,11428,11997,12987,13976,14561,18053 9,10,1,3,8,6,1,2,3,6,0,7,6,0
6063 0 821,2101,2218,3115,6899,8340,10111,11617,12927,13910,15061 6,7,4,0,8,6,1,5,10,4,7
6064 0 2061,2313,3508,6417,7260,13819,14625,15325,16352,16696,17326,18144,18460,18523 1,0,4,7,9,1,2,4,1,0,4,10,9,5
6065 0 1855,3092,4981,6846,10115,10408,12076,14159,16218,16631,16948,17014,17101,17266,17606,18854 9,1,10,6,3,10,4,3,2,2,7,7,7,5,3,10
6066 1 1315,6835,13384 6,0,4
6067 1 1280,2069,3463,3625,4181,4643,5461,5535,8214,10860,13953,17229 10,5,4,6,7,6,0,1,6,4,1,5
6068 0 3970,4574,4784,6049,12494,13554,14657,15694,16377,16931,17919,18978,19100 2,0,7,10,6,3,7,9,1,2,9,10,4
6069 1 8571,11185 7,10
6070 0 483,860,1092,1461,1476,4187,4755,4812,5935,6815,6971,7018,8240,9161,10178,14836,16422,18862,18949 4,2,9,8,8,2,4,6,0,3,4,9,1,6,2,1,2,4,4
6071 0 1812,2320,3086,3515,5287,5550,7691,8002,10890,13117,13489,13522,14451,15016,15353,17154 7,7,9,4,3,1,0,7,10,3,10,3,4,7,6,3
6072 0 1728,3847,4587,8708,10147,13113,13480,15597,16172,16807 5,10,6,0,1,2,0,1,1,6
6073 0 2704,5078,6590,7225 8,9,6,10
6074 0 6439,9801 9,2
6075 0 1948,3828,5394,10167,13277,13467,15363,17210,18707,19572 10,2,0,2,8,8,6,6,2,0
6076 0 16695 5
6077 1 1397,3108,3413,3757,4978,6333,10687,10714,11706,12093,12290,15429,18321,18844 2,8,4,6,5,5,4,2,0,5,2,9,10,1
6078 1 2549,6951,9962,10214,10229,13621,15384,15432,16334,16599 6,9,0,3,3,6,9,6,0,9
6079 1 420,2857,4574,5503,5959,11331,12226,16192,17642,17998 2,5,0,6,4,3,10,10,3,0
6080 1 5315,10887,12589,17524 6,4,4,2
6081 0 2003,3085,6764,8693,8706,9834,11677,12426,17755,19393,19510 7,7,5,4,8,7,7,8,1,7,8
6082 0 2388,2802,3717,3984,5950,6466,7149,8093,9652,10380,10715,10747,11198,12186,14694,16303,16680,19278 1,0,9,0,5,2,9,0,3,5,8,4,5,8,1,9,4,2
6083 1 121,3353,3486,3897,4212,5353,6845,9060,10363,11271,11686,11872,12532,13557,16352,17404,18063,18219,18264 8,5,10,3,7,8,9,0,7,5,6,3,3,7,1,4,0,10,8
6084 0 1413,4421,8319,8623,13783,14238,17341,17745,17974 9,6,7,9,1,0,8,3,9
6085 0 989,1215,1406,3784,6304,7686,8405,8997,9527,9678,10847,11303,11735,13500,16392,17094,17907,18150 5,4,10,4,6,6,0,6,0,8,6,6,8,6,1,4,7,7
6086 1 33,55,456,1375,2725,7334,8613,8686,12782,14344,15193,15984,16748,17434,17552,19217,19750,19856 1,9,3,1,6,9,4,5,8,7,6,9,10,5,10,0,6,7
6087 0 1293,2078,2509,2972,6652,13740,14591 7,1,2,4,0,8,2
6088 0 1761,2392,3151,3968,6377,8150,8679,10166,10974,12001,12969,13109,15533,16614,17190,17258,17372,17651,19322 8,10,6,4,8,4,2,9,1,2,9,2,1,6,8,7,5,3,5
6089 1 277,2272,3000,3177,3696,5349,12482,15982,16764,17047,17086,18917,19449,19644 5,1,9,3,2,0,0,9,9,8,1,6,2,0
6090 0 1733,2617,7358,8877,9269,11556,11568,11653,11735,16410,16814,17049,19181,19897 8,10,2,7,6,4,6,1,8,3,5,4,7,1
6091 1 7199 0
6092 0 3540,7272,12378,12743,13324,13450,14213,15695 8,0,3,1,0,4,10,1
6093 0 10783,10966 2,6
6094 0 248,588,1193,2215,2637,4502,5255,5531,8842,11238,11447,11981,12600,12836,14572,16979,17091,17771 7,1,6,4,0,7,6,6,7,4,6,7,3,4,7,6,1,3
6095 0 3925,8371,8783,9040,9847,9989,10417,12160,13408,15502,15596,16321,18328,18468,19394,19491 6,1,5,4,5,8,5,1,3,0,2,8,2,7,9,10
6096 1 1123,2507,8373,8800,11308,12688,13909,13994,14281,14888,15129,16146,18425,19663,19886 0,5,5,7,8,2,9,6,2,4,9,1,7,2,7
6097 0 6373,11879,11943,13074,15162,17869 7,5,4,10,2,6
6098 1 327,3017,7990,8168,9151,14727,16041,16380 8,7,9,6,7,8,1,1
6099 1 110,3251,3920,6676,7685,8336,9641,11571,13196,13738,15366,17156,19260 10,6,3,10,4,4,6,5,5,8,3,9,1
6100 0 6783,7961,17811 3,5,4
6101 1 1235,1274,1682,2623,4370,5494,6249,6991,7299,8227,8265,8713,9317,10638,10819,11759,12519,14947,19757 5,9,10,9,7,4,8,3,1,8,9,0,9,9,10,10,3,1,5
6102 0 1831,2329,6277,6893,7466,8528,10858,11590,13909,15302,19430 10,4,9,2,10,1,4,2,9,6,1
6103 1 2581,3380,5567,6789,13243,17372 0,4,6,7,10,5
6104 0 1365,2718,4504,5172,5543,7648,7782,10271,11834,13400,13951,16133,16742,17257,17919 5,9,5,8,9,0,8,7,0,1,9,2,5,10,9
6105 0 1355,2401,5285,7968,9269,9819,11970,12912,13524,14710,15737,18952 9,8,4,3,6,1,7,8,1,10,2,1
6106 1 246,1488,1631,2044,6458,6794,8776,9406,12952,15196 9,0,10,2,8,10,0,0,8,9
6107 0 3655,3989,4068,4367,4655,7201,8245,9725,13505,17665,18939 8,3,3,6,0,9,2,7,4,3,4
6108 1 2284,3488,5213,8841,10217,12043,12053,12869,16534,16536,18077,18122,18794,19858 8,3,5,8,8,6,6,10,1,0,5,9,9,1
6109 0 401,1243,2248,3651,6260,9165,10024,10287,12017,17872,17933,18772 6,0,2,9,10,5,0,0,4,5,9,2
6110 0 258,1600,3926,4686,5900,5983,7630,8310,8672,8720,11596,12328,13751,16277,18419,18551,19662 5,9,2,10,0,7,2,6,10,10,4,6,5,4,6,4,7
6111 0 1405,2219,2954,6079,7052,7680,8372,9322,11795,13576,13726,15229,18843 6,0,0,2,6,5,5,2,2,10,9,10,2
6112 1 238,1995,3864,5325,8033,9114,9771,10421,10924,14729,16059,16749,17451,18306,18625 9,8,1,4,9,9,10,9,10,4,8,2,2,2,9
6113 0 246,1201,3062,6273,7102,10596,11955,16620,19531 9,10,0,6,10,3,6,1,9
6114 0 1667,7191,8730,8776,9900,12094,13351,13368,15031,15480,16064,17652,18595,19057,19799 2,3,7,0,10,9,7,3,2,4,4,7,8,9,3
6115 1 1272,2564,4902,5994,7214,9852,12605,15261,16220,16380,18750 3,6,2,1,2,8,4,8,7,1,3
6116 1 56,763,1264,2854,5068,5163,5287,5625,6297,8562,10762,12231,19925 4,5,8,10,3,8,3,8,2,2,6,7,8
6117 1 195,461,1161,2866,6772,10993,12169,14052,16494,16857,19018 6,6,1,7,0,2,3,10,3,4,2
6118 0 864,11859,12084,17345 3,5,6,8
6119 0 1390,9352,11536,15230,15493,15707,18167,19970 4,1,5,1,0,6,9,6
6120 0 5640,8397,8516,10881,11783,12038,13017,13326,15017,17126 6,5,0,9,1,8,1,4,5,1
6121 1 672,2535,4972,6344,6890,7194,9296,9677,10344,12558,12772,13117,13844,14594,15976,16417,17798,18551,19533 4,4,7,1,3,5,5,10,3,10,8,3,1,0,7,6,5,4,5
6122 1 445,867,1224,1455,6646,8140,19390 3,2,1,8,9,0,8
6123 0 259,2051,5244,5250,5532,6458,6638,7307,7483,13041,13179,15300,16679,17217,18331,19831 7,4,3,4,8,8,6,4,7,5,6,9,4,9,1,0
6124 0 876,959,2328,5989,7510,8860,8880,9251,9835,10949,18796,19439 4,10,3,5,9,8,7,4,7,9,3,8
6125 1 2677,2770,3280,4759,4801,7634,8670,9367,9897,10440,11405,11612,12725,14643,14844,19187 10,3,3,1,3,2,8,9,2,0,9,1,8,1,3,3
6126 0 110,112,515,1416,1584,2734,4885,5045,5408,7988,9295,11541,13580,15144,15320,16503,17728,19449 10,5,1,9,3,6,5,8,4,9,6,2,8,4,10,9,2,2
6127 1 1048,2746,4095,6323,6369,6696,6869,7091,8114,9885,10616,11903,14291,15336,15619,15778,17450,19783 1,9,4,2,10,1,2,9,8,1,4,0,8,0,1,3,6,5
6128 1 4121,5561,6615,8177,9061,12363,18885 4,3,2,0,7,4,5
6129 1 1373,3854,6621,7688,15084,17770 9,5,10,3,5,8
6130 0 2032,2564,3073,3890,4268,6865,12352,13248,16293,17596,17645 0,6,5,3,1,3,7,10,6,8,1
6131 1 4866,5653,5826,7722,9026,10020,11607,13363,13657,13804,14017,15369,15382,15838,16223,18365,18564,19331,19528 1,5,0,2,8,0,10,5,1,1,9,9,6,6,3,2,9,8,6
6132 0 3698,6404,7559,8231,12964,19041 3,3,7,1,7,8
6133 0 5,161,3199,4084,4557,6152,7187,7818,9719,12060,12328,14539,16180,17638,18724 0,6,5,1,2,7,1,2,3,8,6,2,6,1,6
6134 1 10816,14125,15489 1,4,6
6135 1 6014,8546,12017,13205,15038,16100,16243,16535,18615 9,7,4,5,2,7,5,9,2
6136 1 55,6322,7742,11158,13476,14090,17996,18404,18626,19754 9,0,6,4,8,7,0,5,3,5
6137 1 9630,11179,11849,13131,13782,14013,14710,16564,17473,17992,18737,19717 2,7,7,10,1,4,10,2,10,2,8,9
6138 1 519,1334,4572,4610,5948,6187,7448,8021,9110,9579,9591,11469,12237,13131,13337,14813,18461,18581,19570 4,0,6,5,0,5,0,6,0,2,9,7,5,10,3,4,10,2,3
6139 0 2639,6232,9521,13128,13195,16329,18435,19008,19587 1,2,2,10,0,3,5,2,6
6140 0 1539,2190,4643,5743,6040,6592,9003,9942,11022,12038,12193,14288,14543,16986,17017,18539,19007 5,10,6,3,10,4,7,3,6,8,8,3,9,6,2,9,5
6141 1 5402,6319,9605,12699,18710 4,7,6,1,0
6142 1 11754,15496 5,10
6143 0 649,987,1513,2413,3562,4361,5617,5801,6812,6992,9102,11420,14102,14453,14844,15838,16736 10,2,8,4,1,2,7,4,6,6,0,5,9,6,3,6,4
6144 0 11540,16034,16192,18970 10,7,10,2
6145 1 326,1716,2827,3512,3906,4056,5169,6284,17759,19916 10,6,5,0,6,1,6,10,3,3
6146 0 558,3102,3305,3521,6962,8497,8580,8958,9210,10739,14387,14458,15138,16069,17657,19978 2,6,5,8,10,6,0,2,1,9,6,6,5,8,5,8
6147 1 3655,6659,10899,14103,15208,18459 8,4,8,6,2,1
6148 0 132,4889,6155,7129,9186,10969,12056,12287,13626,15335,16458,16638,16923,17068,17958,18034,18784,18796 3,2,6,8,3,3,9,5,5,9,7,7,8,3,6,2,6,3
6149 1 16,243,1546,1722,3427,4039,4133,5781,5988,6601,6619,8606,8885,11169,12811,17213,17839 1,2,8,0,3,0,1,6,7,4,7,2,10,5,3,8,3
6150 1 7315,15484 1,6
6151 0 11853,16625 2,0
6152 1 110,497,775,2896,3677,4882,5347,5851,6042,6046,6337,6985,8042,9946,11957,12696,14695,17454,18272,19395 10,8,8,1,8,6,1,6,7,10,3,6,8,3,0,4,5,4,6,9
6153 1 303,3453,5949,14065,14440,14952,16067,17411,17749,18347 2,9,0,7,5,9,1,10,10,5
6154 0 1577,1593,2304,2900,2973,3180,6494,7431,8237,8823,11220,11472,11830,12548,12685,13990,15526,15760,17029 4,4,6,6,3,3,1,9,9,8,0,10,5,3,6,7,6,5,2
6155 1 3555,6960,7580,7816,8070,8836,11088,11487,13280,18584,18826,19674 6,6,8,2,4,0,6,3,6,6,6,1
6156 1 745,3472,9946,9957,11389,11606,14341,14659,17005,19458 4,0,3,3,9,5,2,8,8,9
6157 0 2057,3840,7231,11113,11841,12320,13917,19506 7,0,3,9,6,2,7,3
6158 0 2206,2519,3390,3621,4965,5419,6675,7846,9068,10597,15391 3,6,3,2,7,2,5,5,9,2,9
6159 1 16380 1
6160 1 3376,3682,5678,19626 6,8,7,5
6161 0 1418,3312,6132,12880 9,3,8,4
6162 1 1470,5264,7281,11834,13371,14091,15692,16293,19335 0,0,9,0,9,6,0,6,2
6163 0 1390,3177,4405,8665,10568,10977,11933,13245,14273,14854,16257,17492,18010,18096,18290,19789 4,3,8,4,3,9,9,2,7,7,3,7,1,5,4,7
6164 1 785,3540,4998,5276,6177,8376,8640,9402,12102,13104,15942,17344,18861,19901,19940 2,8,3,5,4,10,6,9,6,3,0,5,4,6,2
6165 0 129,1300,1369,1444,2966,3145,4653,5950,7010,8175,9062,9076,11546,13025,14835,15492,17083 10,0,0,10,7,8,10,5,0,0,5,8,5,1,2,9,2
6166 1 2483,8772,14505,14691,17310 4,5,1,7,0
6167 0 3474,6329,6863,10363,10400,11553,11562,11954,13688,14001,15493,16064,16087,16275,16861,17051,17129,18263 1,5,5,7,5,3,0,8,1,0,0,4,5,7,3,10,7,2
6168 1 695,956,1969,3534,3751,8798,9668,10413,11010,11100,11168,12767,15023,17296 9,7,1,6,3,2,5,1,3,4,10,8,9,4
6169 1 1714,4423,11679,14261,15558,17771,18590 5,3,6,1,6,3,7
6170 0 133,4208,6074,10390,12053,13863,15209,16044,16393,18294 8,6,8,3,6,1,9,7,7,3
6171 1 2453,7454,7980,16910,18470 7,10,9,6,9
6172 1 1338,2719,4497,5087,5757,6479,6836,7846,8541,9963,12917,13722,14231,14271,14650,16195,18448,19116,19805 6,7,9,4,8,0,2,5,10,9,3,6,4,1,3,4,2,7,4
6173 0 908,1890,2507,5622,6493,12042,15429,19497 6,8,5,5,9,7,9,4
6174 0 2556,2595,4590,11157,14308 0,10,0,8,8
6175 0 15201,18831 4,0
6176 0 987,1782,1834,2697,3304,3665,5090,5739,5954,7466,8178,8757,9498,10472,11173,11866,14904,15303,17037,18648 2,8,5,8,3,8,7,3,5,10,6,6,0,2,0,10,10,7,9,0
6177 0 12409 6
6178 1 281,737,824,2083,2634,3031,3560,3733,5932,6339,7419,10083,12009,12283,13202,13655,16303,16689 6,3,4,1,2,10,8,3,7,10,8,1,6,10,2,8,9,8
6179 1 310,664,685,1552,2285,4650,6580,7453,9612,11140,11692,12980,13314,13525,13803,14481,16118,16124,19042,19084 3,0,2,9,10,3,2,9,4,1,2,6,0,6,0,9,8,10,3,1
6180 0 3381,9949,11409,11662,12638,14628,17005,19213 5,1,3,7,8,4,8,6
6181 1 3031,3869,4268,6875,7716,9051,11720,12251,14306,15863,17911,17939,17965 10,0,1,5,4,3,4,2,5,5,2,0,2
6182 1 1625,2047,4520,4575,4579,6481,6814,7783,7946,8273,11060,11093,11995,12214,14403,15425,16184 4,2,1,1,3,8,2,5,6,0,9,5,0,6,9,10,2
6183 0 862,1512,2468,4666,5240,7021,7728,12393,15817,15856,17454 7,1,2,10,10,5,7,6,6,5,4
6184 1 6648,7491,7923,17455 3,2,4,9
6185 0 102,932,1485,2522,3212,5250,5340,5390,9714,10151,10366,12813,13106,13681,13757,13814,18130,19207,19668 6,1,3,0,9,4,0,9,1,5,5,6,6,5,10,5,5,3,0
6186 0 305,4879,4972,5608,6703,7948,8697,12021,12534,16707,16844,18116,19360 8,1,7,10,4,2,3,4,5,3,4,4,3
6187 1 2462,4916,7709,8716,12785,15140,15406,17602 7,10,8,3,2,7,3,7
6188 0 1744,2138,3219,3649,3811,5825,7378,8189,11471,12011,13242,13273,14275,14336,17404,19281,19298,19601,19789 0,2,7,0,0,7,5,0,1,4,2,7,5,7,4,4,8,2,7
6189 1 7058,17416 8,5
6190 0 1785,2688,8685,9757,12677,13053,15797 6,10,3,3,1,5,3
6191 1 2403,2577,3118,3297,5404,5450,5833,6229,8399,8901,9954,11195,12061,17461,17845,18885,19482 1,1,6,4,5,9,7,10,2,1,9,4,0,10,2,5,3
6192 1 1464,2749,3894,4905,5680,6205,7813,8167,9261,10337,11708,11836,12591,15231,16734,17168,17769,18209,18230,19056 7,9,5,6,8,0,0,3,7,4,1,5,5,1,4,2,9,1,4,9
6193 1 96,8747,14900 7,6,8
6194 1 87,1876,2953,6339,8143,10740,12287,13532,13556,14002,16990,19362,19372 4,1,10,10,4,1,5,4,2,6,8,3,3
6195 1 366,982,1987,3142,4108,6177,7614,8825,8994,12368,12870,13104,14224,14302,14833,15780,18401,18449,18612,19026 1,10,8,7,6,4,4,5,2,5,9,3,2,2,1,6,10,4,10,6
6196 1 732,1010,2773,4045,8952,9401,12863,13702,18812,19225 2,10,1,5,6,0,0,5,3,7
6197 0 127,1016,3046,3338,9376,10054,11350,11636,13465,14057,15265,15390,16355,17870 6,7,0,10,1,1,8,4,4,10,3,9,5,4
6198 1 581,1148,1215,5391,6145,10951,11523,12278,12388,13894,14488,15333,16517,17292,17831,19255 8,8,4,0,9,1,8,4,9,3,10,8,10,9,9,10
6199 0 936,1832,2411,4175,4941,5183,12396,12454,12898,13266,13351,14067,14404,14957,16031,16943,17001,17908,19053,19566 7,9,8,7,4,8,8,4,9,1,7,10,4,6,4,4,0,10,2,0
6200 0 1130,5922,5964,9111,9178,11715,13709,14706,17256,17925,19150,19570 2,7,4,4,8,0,8,5,6,1,6,3
6201 1 3397,3605,12639,14939,15004,16049,18838 8,5,10,5,1,3,0
6202 0 6060,11456,11818,12079,15332,16795 10,2,2,9,6,2
6203 1 1053,7458,13613,14722,17082,17989,18107 7,4,6,4,6,10,1
6204 1 2886,4356,7338,8421,10407,10852,10948,15870,16193,17421 10,1,10,9,10,1,0,4,7,3
6205 0 37,3992,6266,7258,7593,8688,9504,9939,9998,11295,13675,15584,19916 10,1,1,10,6,0,2,9,6,3,4,6,3
6206 1 2602,2895,4027,6666,7363,8428,9145,9886,11550,12979,13475,13679,13910,14792,17479,19425,19690 0,0,0,3,1,6,3,2,10,1,0,7,4,6,1,10,6
6207 1 1396,9016,9467,10768,12147,12911,13129,14107,14745,19208 4,8,5,5,9,6,9,2,10,10
6208 1 4366,6641,10835,19553 5,3,4,5
6209 1 3187,3296,4984,5683,8151,8628,9185,10225,10398,10610,12101,12397,14125,14665,15610,19192 6,2,9,2,3,5,0,10,8,1,10,7,4,4,4,9
6210 0 86,2311,2863,3833,6498,8047,8321,9996,10533,11402,13301,13388,15715,17236,18419 7,7,10,0,6,2,7,7,3,7,1,2,8,0,6
6211 1 2310,3064,6316,6745,7846,9257,10453,12412,12440,12993,13092,13489,13507,17199 2,2,10,3,5,9,1,9,9,1,8,10,8,5
6212 0 1340,1906,8106,8142,8189,10940,12624,12805,12882,13706,15171,15630,16099,16987,17351,18613 2,4,9,0,0,0,0,2,8,3,9,3,9,1,8,4
6213 0 6040,10313,13035,13810,16110,16987 10,6,8,6,10,1
6214 1 1020,4676,5086,5428,7416,7600,7710,9682,10285,12306,12331,14804,14830,16482,18198,19747 5,9,10,3,9,9,10,0,7,5,5,2,8,0,5,6
6215 1 70,127,310,1516,2884,3116,4250,8204,9820,10702,10806,10861,13357,15982,16289,16560,17222,17457,18040 2,6,3,2,6,1,6,2,0,7,0,6,8,9,5,5,8,2,9
6216 1 6822,7329,7535,8138,11352,11861,13262,13853,17711 0,8,8,1,0,7,3,7,4
6217 0 9624,11007,16114,16994,17812,19167 1,1,8,3,3,3
6218 0 624,5430,7867,13512,15422,18275 7,1,6,0,7,6
6219 1 131,740,1370,4845,6808,7621,7652,8164,9597,10733,12422,14302,14563,14640,17273,18294,18371,19031 0,9,3,3,2,9,6,8,1,1,7,2,6,10,2,3,3,9
6220 0 2077,2685,4080,5902,10733,12469,12799,16121,16521,17387,17778,19090 9,6,2,9,1,9,1,6,7,7,6,3
6221 1 1730,3659,5114,7208,11954,13856 0,9,6,7,8,9
6222 0 92,1595,5101,5588,7441,7744,9229,10765,11552,11929,13114,15707,15744,18629,18918 7,3,4,3,1,7,5,8,10,10,3,6,9,9,2
6223 0 674,2685,3848,4467,5117,6653,6970,12032,18634 0,6,1,5,5,3,4,9,4
6224 0 328,2423,4475,6891,7100,8621,11960,12344,14303,17364 5,9,3,10,5,0,8,1,4,4
6225 1 98,1791,2189,2948,2956,3454,5084,5905,6130,7315,7438,10384,12246,12252,12354,12711,16057,19609 1,4,0,7,8,10,9,8,4,1,9,7,8,6,9,2,10,8
6226 1 1511,2019,5163,6715,14548,15306 0,4,8,10,6,6
6227 1 1710,3397,3700,4244,4501,4633,5079,7473,7665,10637,12155,14586,14952,15210,16300,18912 5,8,8,9,6,1,5,2,6,0,10,1,9,5,10,10
6228 0 2871,4661,13670,18493 3,5,9,6
6229 0 1254,2249,12504,14394 9,9,4,3
