

0 0 11403,19938 1,6
4295 1 9513,13359,15927,16746,19749 7,5,9,9,6
4296 1 4492,8140,15966 1,7,0
4297 0 525,2579,4575,15032,15388,17332,18683,19288 1,5,0,4,7,10,2,5
4298 0 878,1691,2469,3570,5853,7413,9961,11765,12815,13230,15769,17309,17401,18609,18775 4,8,7,0,1,1,2,10,9,7,0,10,9,5,9
4299 1 715,772,1018,4393,4620,5320,5822,7312,7434,9049,9713,10089,10253,13275,14273,15264 4,0,7,6,4,9,5,9,1,6,4,7,2,10,7,1
4300 1 10465,14844,16822,17236 4,6,1,3
4301 1 3871,9140,9735,10339,11793,12673,13513,14658,14771,14821,15101,17326,18488,19407 5,9,3,2,9,8,8,0,2,10,10,1,2,5
4302 0 1521,4009,4565,4957,5825,5891,9274,9605,9946,10358,10797,12530,14654,17220,18782,19098 4,7,8,7,7,8,9,1,9,4,5,10,10,5,10,7
4303 0 462,1799,3084,4833,6665,8074,8764,9272,9674,10364,10797,13682,14935,15026,16691,17693,19097,19233 6,6,4,8,2,4,3,9,5,3,5,8,3,7,3,10,9,10
4304 1 1513,2092,2605,4703,7461,8527,8674,9649,10046,10926,11689,11719,11804,12238,14994,15405,15703,19283 1,5,2,5,2,2,10,9,2,6,7,1,3,0,0,7,1,1
4305 1 4071,7205,8247,9310,9557,13130,14444,14648,16291,17539,19126 9,6,9,2,6,10,4,0,5,7,9
4306 0 543,760,1461,1647,2533,4371,13287,13375,13876,15811,19344 7,9,5,3,7,10,2,7,0,9,8
4307 0 11,1087,2891,3938,4831,4902,6896,7264,12475,14383,14681,14850,15247,16180,17300 1,3,10,6,3,2,10,9,6,7,8,7,4,1,1
4308 1 141,460,628,955,2254,3550,6261,6693,9457,10385,11672,13818,14943,14953,15473,15621,16419,16798,18601,19323 9,6,6,1,3,9,1,0,2,7,2,6,5,6,5,1,6,6,2,10
4309 1 260,3105,5797,7358,9306,12506,12512,12619,12932,14135,15545,16163,17352 7,10,9,10,10,2,7,2,4,3,7,3,8
4310 1 3145,7061,8496,12614,15154,17388,17510,19505 7,5,9,3,5,1,1,5
4311 1 1537,5112,8578,9092,16663 6,0,1,6,3
4312 1 124,757,1357,6243,7635,8423,9591,12709,12988,14050,14786,15402,16023,17458,18280,18789,18858 4,8,6,5,7,9,2,10,7,4,5,8,6,8,9,1,1
4313 1 156,2944,3024,3144,3314,4179,4801,6632,7270,7453,15391,16082,16708,17067 8,5,4,7,6,0,5,2,2,9,2,7,6,3
4314 1 486,711,1033,1440,1496,5388,5690,6603,6803,9707,12153,12572,14679,15273,16047,17093,18137 0,5,1,8,2,6,1,7,6,10,2,5,4,5,6,6,9
4315 1 2053,5623,18685 7,5,1
4316 0 86,126,2013,2247,6240,6664,7306,7390,7810,12562,13153,13803,14401,16772,16992,17155,19490 6,6,0,10,10,5,7,6,5,3,2,4,2,9,3,7,4
4317 1 2454,4938,7481,9201,13055,17023,19169 5,10,0,0,3,8,9
4318 1 457,4123,4159,5642,6020,8435,15723,18505 9,5,3,6,9,5,4,4
4319 0 49,1066,4248,4263,5984,6535,6633,7632,8099,9300,9631,10998,11548,11632,14060,14498,14588,15028,17988 10,5,2,6,8,5,9,9,4,4,1,9,0,1,2,6,2,6,9
4320 1 3882,3913,5978,6541,9786,10311,10790,12768,12999,14092,14901,17207,17358,18113,18207,19506,19536 1,5,5,4,4,10,5,2,8,9,4,7,9,6,9,2,4
4321 0 4755,14636,16634 0,5,5
4322 1 6882,7168,8175,8545,9161,10765,11905,15007,16268,16405,18044 3,2,10,7,6,4,5,7,10,2,9
4323 0 1355,2307,7014,7046,8609 7,4,9,3,3
4324 1 501,528,3591,5349,5990,7945,9002,9369,10760,12273,12333,12727,14181,14251,14744,14770,16444,17387,18158,18771 6,10,1,10,6,0,10,6,9,10,2,4,1,0,2,2,8,7,4,9
4325 0 545,856,1368,1468,1806,2047,4277,4349,6683,9337,12929,16777,18425,18553,18772,19740 8,8,9,8,3,9,6,10,4,5,1,1,2,3,7,10
4326 1 15,4058,4321,8030,10988,12638,17537 5,7,3,6,9,0,9
4327 0 17353,17697 5,3
4328 1 668,1149,5240,5321,5351,8457,10052,10107,11338,13972,14369,14697,17355,19206 7,5,10,10,9,3,1,7,2,5,10,3,8,1
4329 0 5403 9
4330 1 2412,6178,7210,7241,10898,11491,15361,15931,17382,18340,19650 10,8,4,6,6,7,4,3,10,4,6
4331 1 786,1735,2261,2556,3361,5225,5783,9301,9674,12791,16062,16311,17620,18041 10,9,3,10,8,9,6,6,5,5,10,10,4,2
4332 1 3959,8925,10149,14166 10,6,2,9
4333 0 4745,9904,17544,17785 4,7,3,1
4334 1 574,1438,2555,3122,4339,6184,7263,8125,12313,15219,15728,17519,17527 10,4,9,5,9,0,9,6,8,2,0,6,1
4335 0 303,1474,3754,8157,8697,9897,10665,11627,11709,11872,18152,19145,19205 2,6,8,10,7,1,10,7,10,0,2,9,10
4336 1 1716,3374,3577,4327,5641,8165,8955,15553,18072,18419 8,7,0,6,9,6,2,1,0,1
4337 1 800,2835,4059,4807,6363,6535,6867,9514,9621,11848,12603,12881,14361,17350,18552,19476 3,5,1,2,1,5,6,4,4,7,7,1,2,6,0,3
4338 0 657,3934,6375,6839,7233,7910,7960,8586,10931,11795,11942,12102,13932,15577,15858,18270,19521 8,4,7,8,5,9,9,2,0,8,6,10,2,3,10,3,8
4339 0 86,3213,4663,12152,12927,16551,16875,19544 6,10,9,2,8,10,2,4
4340 0 70,2695,2696,4790,13141,13873,15075,16929,18806 6,6,8,4,3,3,2,4,3
4341 0 6172,6273,16845,17468 8,6,4,2
4342 0 7761,17144 3,4
4343 0 328,1083,4441,5967,7125,8220,8350,9939,11094,11841,13245,13292,13540,13796,16266,18730,18746 2,5,4,7,8,2,2,10,8,4,5,1,5,6,1,8,1
4344 1 445,3094,3912,3955,4640,10285,10615,13147,13267,13272,14651,14820,15438,15448,15877,16533,16802 2,8,10,8,4,2,2,1,4,5,1,6,6,0,10,6,0
4345 1 2119,5155,6257,6659,6719,7486,9167,9867,10564,14348,14454,15882,18255 7,3,4,1,0,7,0,6,8,9,1,3,10
4346 1 2578,3134,4792,4800,4994,5137,5885,8404,10617,14556,15897,17063,17072,17289,18714,19364 8,3,4,10,7,9,6,5,5,5,5,5,4,10,6,8
4347 1 6829,10342,16899 2,5,7
4348 1 920,3439,4669,10780,11051,11365,12266,14555,14920,15439,15697,17792 5,1,6,7,1,0,6,5,10,9,9,8
4349 0 479,4706,7080,8051,16775 7,3,2,10,0
4350 1 1995,2257,3411,3657,3845,4008,4219,4343,4569,7230,7986,9407,11006,11216,12828,17506,17778,19865 0,10,9,10,3,7,9,8,3,7,4,3,4,10,3,6,8,4
4351 1 1364,7653,7837,8781,11251,12011,12841,13279,14513,14536,15102,16342,16475 3,7,5,9,9,3,10,7,6,5,0,9,6
4352 1 5837,6307,6371,6632,11095,18389 7,7,6,2,1,10
4353 1 8268,8836,15126,15409,16147,16752,19576 3,6,1,1,4,3,1
4354 0 3643,18897 8,1
4355 1 17163 7
4356 0 1584,4011,7548,10056,10804,16941,18823 4,1,3,6,3,1,4
4357 0 499,1159,2583,5231,6647,8094,8507,9529,12284,12964,13072,13771,14506,16749,16774,18987,19430,19467 10,4,3,9,4,0,7,3,10,3,10,6,0,9,9,8,3,5
4358 0 1115,3642,3959,7830,8009,10309,10379,10418,12700,14333,14537 8,4,10,5,6,8,6,2,2,10,6
4359 1 22,3248,3249,3504,7886,8491,10352,11555,15037,17127,18205 1,3,0,5,1,1,0,8,2,0,2
4360 0 1115,3603,11500,16376,16836,16870 8,5,2,1,2,4
4361 1 1013,1160,2654,3097,4018,5848,8521,10105,10256,10308,11461,14383,16076,17525,19090 5,4,4,3,5,9,1,5,7,10,9,7,5,6,3
4362 1 1268,1279,8418,8568,9433,12140,12696,14045,14960,17963,18241,19244,19785 2,4,5,9,3,9,5,7,7,5,10,6,5
4363 0 2796,5274,6071,6366,7001,7955,10062,12854,16605,19435,19993 6,6,0,6,6,4,0,1,9,9,4
4364 0 1222,6097,6754,11956,17403,18360 0,5,9,3,5,10
4365 1 2072,4315,5147,5305,6637,9475,11796,13253,14323,16898,17119,18842,19825 4,8,8,3,9,8,10,1,4,4,3,9,4
4366 1 6526,9774 0,1
4367 1 1609,5632,6690,6962,13084,13888,16150,16167,16891,18490,19431 5,8,8,6,10,7,1,5,4,2,2
4368 1 7924 8
4369 0 814,2052,3332,4634,5150,6361,6703,7027,7353,8060,11362,12155,12414,15529,15838,15975,16627,19957 3,5,2,4,7,3,2,4,10,7,9,0,6,0,3,10,1,4
4370 1 8442,10793,13513 4,5,8
4371 0 441,5317,10852,18727 4,9,6,5
4372 0 4839,6725,6895,9420,11056,11391,11977,13561,13943,15172 4,0,3,6,9,3,1,4,2,10
4373 1 2859,7738,9903,11311,12002,15244,19922 7,9,2,2,6,4,10
4374 1 959,2171,3045,5308,6204,6679,7417,9199,9518,10690,11637,12360,12857,14769,15226,17087,17897,18841 2,1,1,7,8,8,8,2,3,1,8,5,0,4,4,2,6,0
4375 1 5710,7509,7818 8,4,6
4376 0 2829,3235,4444,4835,6003,7929,7998,10366,11614,12322,13009,13916 7,1,6,1,6,6,0,8,3,8,0,3
4377 1 5316,11190 3,6
4378 1 10514,10874,12094,12758,19504 2,2,1,10,10
4379 0 726,2496,3057,3239,6792,8361,8660,9923,10296,10826,11073,11232,11281,11779,13781,16394,17279,17680,19843 3,0,10,0,7,6,6,0,0,3,2,4,1,3,0,7,1,3,6
4380 0 217,1079,1202,3044,7222,9156,14534,16498 8,4,9,1,8,10,6,1
4381 0 2140,2573,3018,4310,5540,6617,7707,10279,13380,13543,14199,15686,16298,16979,17417 4,9,8,0,2,7,9,2,0,10,5,5,10,5,6
4382 1 998,1824,2002,4967,5187,6965,9104,11885,13430,15915 0,0,1,10,2,6,8,2,7,3
4383 0 2034,2223,4716,5410,5513,7366,7547,8332,8401,8557,8699,8809,9873,11104,11682,11806,11819,13199,15748,18029 8,9,7,10,3,10,0,8,5,0,10,5,1,1,7,3,1,8,4,0
4384 1 195,1121,1278,1442,3087,3802,4627,5947,5980,7900,9364,10135,14312,15111,15699,15721,16769,17754,19136 10,0,2,3,8,6,7,7,5,4,9,1,1,10,6,5,0,1,4
4385 0 49,803,2974,3079,7200,7713,7729,7904,12025,13510,13691,14205 10,2,1,10,6,7,5,3,9,10,0,5
4386 1 1507,4109,4541,5037,8268,8961,10690,11017,11311,11488,13584,14759,16239,16724,16887,18625 4,7,1,9,3,2,1,3,2,0,3,3,1,4,4,5
4387 1 1435,2214,2801,3393,3632,5212,6311,14437,14605,15340 1,3,10,2,10,8,4,8,3,9
4388 1 655,2261,3171,3571,4742,5341,6226,7518,10846,12869,13420,14699,15778,16635,18534,19331 7,3,3,7,8,3,10,0,2,10,9,0,9,4,0,5
4389 1 4233,10931,12575,13387,14210,15069,15564,15782 7,0,9,2,2,5,4,9
4390 1 529,1139,1742,3822,4512,6396,6776,10235,11051,11131,12294,13273,13392,14073,16386,18826,19592,19821 4,9,6,6,4,2,10,10,1,1,9,7,10,10,1,5,0,7
4391 0 1457,3079,4404,7516,7752,8673,12306,13289,14463,16702 2,10,5,4,2,5,9,1,8,9
4392 0 373,386,2770,2931,2977,3230,4410,5376,6523,7168,10204,12795,12805,14824,16064,16281,16342,17859,19247 3,9,2,7,7,7,7,2,0,2,9,4,5,9,4,3,9,7,2
4393 1 4264,16280,16639,18624 7,10,10,2
4394 1 1710,2465,3530,5354,7095,7138,7241,10457,10790,15702,17008,17121,17576,19346 5,0,4,4,5,2,6,2,5,8,1,0,0,8
4395 1 2215,3186,4032,6466,6638,12106 10,3,3,4,4,5
4396 1 560,692,716,3209,3572,3851,6177,7050,8008,10126,10932,11597,11984,13341,13671,15318,16825,18278,19866 4,8,0,0,8,5,4,2,3,7,7,5,7,8,7,5,6,6,8
4397 0 157,663,7427,8413,8491,9687,10864,11259,16854 4,1,4,1,1,10,1,8,5
4398 1 4439,9558,10344,12777,12999,14881,15061,16488,18114,18278 8,1,9,1,8,5,9,6,4,6
4399 0 8232,11258,12209,13447,16257 9,6,6,0,7
4400 0 262,573,1677,2563,3185,4166,5070,5733,9275,9464,9786,10577,12047,12809,15734,15753,17022,17059,17640,18507 9,2,0,7,3,3,2,3,10,9,4,1,1,7,8,7,1,10,6,8
4401 0 3142,3639,3691,7456,7899,9774,10248,10301,12820,13197,13928,14286,14340,16405,16532,17226,17970,19834 3,8,10,1,4,1,4,1,0,2,2,5,9,2,6,5,4,6
4402 1 1444,1747,1938,2866,2913,4518,6662,7860,8811,9715,11224,11925,14003,14498,15551,16108,18575,19336 2,2,8,8,5,5,3,10,9,0,2,10,5,6,9,1,8,5
4403 0 139,934,1568,6583,11581,11746,17890 7,1,4,1,2,1,4
4404 1 3660,5209,5876,15746 2,3,10,9
4405 1 38,2114,2981,4004,5919,8708,9658,12663,13193,13198,13513,14826,15923,16761,16849,18570 4,3,3,1,7,4,8,8,2,2,8,4,8,6,10,0
4406 0 705,2209,2515,2710,7706,8943,9070,11369,14327,15587,16400,17001 9,5,1,1,2,8,0,8,5,3,3,7
4407 1 257,1916,3611,6045,7996,8334,9156,9226,10745,14229,15569,16470,16792,18265,18886,19489 10,8,9,10,9,3,10,3,5,2,2,9,7,10,10,10
4408 1 199,2723,3893,5743,11123,11642,15103,15413,19729 1,6,10,9,7,9,6,2,7
4409 1 1623,2389,2645,2775,3117,5078,9206,10295,12084,12355,14012,15192,18966 10,6,2,7,8,7,8,2,6,0,8,10,3
4410 0 1143,2069,2844,3319,5266,5720,6600,7455,8144,11861,11898,13433,13905,13958,16557,17210,17849,18214,18650 9,2,3,9,8,3,9,7,8,8,2,1,7,10,9,4,2,7,7
4411 0 4285,5373,11039,12327,17025,18183 10,10,2,2,4,10
4412 0 7604,8643,10372,15682,18586 5,5,2,10,10
4413 1 1316,1437,1982,4454,7267,7478,8179,8905,12550,14285,14756,15824,18003 3,10,10,4,2,2,7,0,7,0,9,9,8
4414 1 1599,3454,3952,5111,5747,6691,8455,9264,13696,14536,14939,15437,15770,15923,16490,19669 1,8,8,9,0,2,7,1,1,5,7,4,7,8,10,8
4415 1 253,1132,1686,2502,3332,4992,5376,5835,6054,6910,8126,8934,9020,9799,11071,12458,17126 4,6,5,0,2,2,2,2,6,5,2,1,10,1,9,4,10
4416 1 563,2058,3304,3313,5511,5822,7582,10063,10236,15500,15967,17528 1,6,9,1,7,5,10,4,9,6,4,4
4417 1 574,5497,8957,10021,11727,13946,15360,19825 10,1,4,0,3,10,7,4
4418 1 229,605,1441,1979,3891,6373,6988,12696,14542,17077,19905,19998 7,2,6,4,6,4,0,5,9,0,3,6
4419 1 4598,5925,7951,15225 1,7,0,6
4420 0 646,685,2015,2402,5963,7414,7617,10234,11445,12343,12869,13588,14313,14807,16924,18348 2,1,3,2,6,7,4,9,9,9,10,1,7,6,8,3
4421 0 835,4493,5568,11138,12840,14266 3,3,0,4,3,2
4422 0 2406,5192,5897,7791,8174,8841,8911,12474,12757,12861,13798,14068,14454,15658,15847 5,2,7,3,3,6,0,7,8,8,1,2,1,2,10
4423 1 1358,1639,2210,7656,14432,15451,15875,16375 3,2,1,2,1,3,7,2
4424 1 5273,5709,14671,15905,16349 3,4,1,9,1
4425 1 3256,4045,4309,5957,6452,6540,6561,7162,7655,9121,12678,12873,13220,14589,15350,15534,15664,18651,19024,19749 5,9,1,5,3,5,0,4,5,6,5,6,6,8,0,10,3,8,5,6
4426 1 1496,5708,14484 2,7,7
4427 0 194,943,1160,1398,3101,4421,5014,5359,6662,9605,10345,11109,12426,13144,13183,13594,13836,14477,17327,19860 9,5,4,6,9,4,1,8,3,1,4,8,7,7,7,3,7,2,5,5
4428 1 2486,4362,4756,12655,14310,15435,16129,16838 2,6,7,1,2,3,5,3
4429 1 1144,2646,4273,4784,4799,5039,5207,6519,7881,7974,9916,11006,13730,14516,14908,18654 6,9,4,3,2,6,7,5,8,10,10,4,6,10,5,7
4430 0 535,993,1029,2593,4030,5721,7218,10260,11582,19384 6,3,8,5,2,7,7,10,5,0
4431 0 35,643,2762,3256,4503,5627,6847,7114,7875,8722,9460,10149,11071,13416,14823,17904,18643,19332,19909 3,10,5,5,7,4,5,7,3,6,1,2,9,0,1,3,1,8,0
4432 0 18,5184,6524,7938,8736,10489,11416,11633,13115,14520,14813,15415,15664 1,5,4,2,2,5,4,10,10,5,3,6,3
4433 1 3407 0
4434 0 934,1078,4055,7406,7670,10423,10488,11609,16651,17009,18013 1,7,7,7,8,8,4,4,7,0,3
4435 0 1452,4383,5413,7657,9298,11809,11887,11941,12774,13921,15639,18487 10,7,4,3,10,3,1,1,10,10,1,10
4436 0 1331,1536,1636,5529,7272,7324,8769,9745,9772,9926,10839,11374,11589,12337,13955,14083,14195,15901,18770 0,3,8,5,2,7,5,8,7,4,3,10,1,10,4,4,3,3,2
4437 1 1347,4549,5735,7272,7859,7975,12168,15341,16239,17010,18140,18710 6,9,7,2,6,7,4,5,1,3,8,6
4438 1 6325 1
4439 0 1505,1932,2495,2679,3729,6409,11507,12395,12767,13107,16094,17098,17806,18198,19727,19730 8,3,0,8,8,1,6,4,1,1,2,2,10,10,9,10
4440 0 5191,6207,6373,7476,7574,8477,9513,10556,10724,10865,12170,14333,14687,14732,15706,18054,19835 3,9,4,3,3,9,7,2,8,6,5,10,5,3,3,7,5
4441 1 825,2898,3391,4709,5500,13086,13332,13724,14410,14820,19891 2,7,4,1,2,1,4,6,8,6,2
4442 1 3254,3263,7881,12411,13488,13678,13840,15754,17703 9,9,8,10,4,5,1,1,1
4443 0 746,1074,1166,3903,4328,6453,8671,10758,11745,12528,12833,14287,16663 4,4,8,0,0,4,2,6,10,10,5,0,3
4444 0 9697,10502,13146,15192 8,0,2,10
4445 0 5328,9306,10046,12755,13739,14455,14624,16682 8,10,2,1,0,2,3,3
4446 1 417,2050,9980,10137,12423,19893 8,7,4,3,7,0
4447 0 332,3025,6271,14623,16221,19076 6,2,0,6,6,4
4448 0 420,2027,3072,7214,7268,8830,8855,17612,18303 7,6,4,6,2,7,0,1,10
4449 1 4541,4694,7282,7801,8384,12445,18310,18420 1,10,9,5,8,6,7,7
4450 0 3117,4327,5371,7005,7512,8542,9318,9805,10713,11887,14159,15836,16413,16549 8,6,2,6,1,3,9,6,7,1,8,8,9,4
4451 1 380,674,1502,2682,2693,3104,7199,9464,9583,10783,12033,13615,14590,16071,16131,17192,18466,19917 3,9,5,9,9,6,10,9,7,8,5,3,4,4,5,0,3,7
4452 1 950,1904,4946,9416,13889,13905,14948,17731,18410,18948,19471 3,6,10,5,8,7,8,5,0,9,3
4453 0 2695,19758 6,0
4454 1 335,787,7886,8281,9218,13923,14424,14729,15323,19414 1,3,1,6,7,6,6,4,10,6
4455 0 1370,4973,5040,6031,6459,7180,8418,9931,10111,12914,14158,15041,15209,15704,15824,17205,17505,19055,19124,19295 3,3,8,7,7,3,5,3,0,9,2,3,0,10,9,2,0,2,10,3
4456 1 1043,1601,2034,2255,3716,3886,5021,6224,7949,11040,11752,12282,19267 4,10,8,10,4,0,0,9,5,9,3,4,10
4457 1 992,1321,1488,2522,3491,3695,6423,6974,7742,11595,12562,13472,13600,15827,16092,17780,18616,18627 3,1,10,3,3,3,4,1,8,0,3,1,8,4,2,9,7,2
4458 0 2186,2726,4966,6570,8537,8552,10089,12970,14773,15973,19668 10,4,3,5,5,6,7,9,8,9,7
4459 1 13623 9
4460 0 2046,2231,3206,3294,4235,4563,6024,7028,7621,10120,11378,11995,12010,13034,14469,15401,16536,16648,16705 6,10,1,0,1,4,5,5,1,4,3,9,3,5,1,8,4,0,2
4461 1 1792,1887,2082,9660,10746,11777,12552,12676,13557,16077,16231,17635,17809,19894 2,6,10,3,6,0,8,0,2,4,1,9,8,10
4462 1 89,2116,3492,4369,4542,5089,5748,6855,8664,9366,13720,14480,14512,16680,18311,18655,19232 9,9,5,0,5,3,7,0,1,4,9,10,5,10,2,1,3
4463 0 693,2074,3044,3823,6497,7081,7546,9716,10436,12310,13054,13084,16126,16248,18118,18700 4,5,1,6,7,1,0,8,2,0,5,10,5,9,5,1
4464 1 240,5288,11772,15823,16551 7,9,9,5,10
4465 1 690,1284,1350,1882,3615,3992,4113,5397,5469,5811,8981,9130,10734,14909,17300,19137 1,8,3,0,7,6,9,8,4,0,5,9,10,3,1,5
4466 1 1957,2291,2425,3683,8940,11294,14240,14406,14454,15228,15705,16283,16375,17717 4,10,9,1,10,6,6,9,1,2,0,4,2,2
4467 0 6405 10
4468 0 572,3361,6308,9187,9194,10529,11767,13299,14260,15249,17426 6,8,9,10,8,6,10,5,0,3,4
4469 1 1422,1760,2587,7931,8078,10040,10834,16430,16752,18076 4,9,7,3,6,8,7,8,3,0
4470 1 16185,17866 5,1
4471 1 6522,7514,7662,8718,10250,11539,14864,14909,17382,17591,18037,19999 7,6,3,2,7,10,3,3,10,8,3,9
4472 0 17378,17611 4,4
4473 1 169,9989,14641 1,0,4
4474 1 1497,2615,3550,5651,7774,8994,9717,10464,11041,13480,16134,17471,18705 1,3,9,5,3,2,7,6,3,2,10,1,4
4475 0 1981,4588,5166,5494,5718,6270,12327,12571,13530,14502,15358,16941,19879 7,8,6,6,2,7,2,7,6,1,0,1,5
4476 1 1869,9681,14737 7,5,2
4477 0 1738,2800,4583,5250,5413,6449,6491,12077,12461,13170,13177,14345,15292 2,2,2,3,4,9,8,2,1,10,4,6,0
4478 0 1589,1665,3307,4111,4981,5436,6004,6534,6855,7831,10380,14684 4,6,8,6,1,9,8,8,0,4,8,1
4479 0 3089,3533,9543,18511 7,5,9,10
4480 0 1139,12317 9,5
4481 0 2131,6317,7676,7854,8649,9517,10949,11421,12132,12866,12878,13280,15048,15455,15568,16457,18472,19577 10,3,10,9,9,8,1,0,8,1,3,9,5,1,7,2,6,2
4482 1 892,5023,6666,7836,8917,9112,13200,14873,15260,16500,17896,19147 7,6,5,6,2,8,1,8,7,6,6,5
4483 0 9026,10157,11358,13342,13908,14457,17969 0,9,9,2,6,8,10
4484 1 434,743,1423,3027,3522,6277,6340,6350,9783,11360,12885,12919,13281 3,2,10,4,5,4,9,8,10,2,5,2,0
4485 1 1116,1272,1928,2540,6975,7194,7732,8197,8443,9453,12686,13121,15200,15241,15807,18575 3,0,8,5,7,10,5,3,1,10,3,3,10,8,3,8
4486 1 1506,2702,3724,6315,7656,8671,8728,11704,13811,16142,16701,17178,19048 3,8,5,10,2,2,6,9,6,5,1,8,10
4487 1 5531,5711,11880,13786,15476,16639,17340,17506 2,4,8,0,4,10,7,6
4488 1 12134 2
4489 1 2278,4703,6929,10168,11611,18977 8,5,10,0,10,2
4490 0 2340,7568,8085,8836,14272,15316 5,1,7,6,4,3
4491 0 519,1556,2837,7637,9983,19671 7,5,8,3,2,7
4492 1 1625,2018,2422,4735,6597,9084,9416,12397,12874,17054,17203,17324,17837 0,1,4,0,9,3,5,3,0,1,8,0,4
4493 0 1196,1759,1957,2609,2768,3303,5453,6208,7693,10605,11676,12470,13177,18159 2,7,4,6,10,6,8,10,1,4,6,3,4,5
4494 0 1591,3311,3705,3751,7080,7531,7599,7670,8940,10143,11236,11816,15617,16969 1,7,5,10,2,2,2,8,10,2,2,9,5,4
4495 0 2199,3607,4710,5017,5130,5369,8174,8718,10400,10582,11243,12817,13037,13100,14943,16694,19535 10,9,10,2,10,2,3,2,6,6,5,0,7,1,5,8,7
4496 1 1562,13132,13420,16879 1,4,9,5
4497 1 860,1836,2277,2309,2966,3967,9604,10065,13188,13704,14099,15004,16164,16930,17048,18182,19189 5,0,4,1,9,8,10,6,5,3,4,1,2,7,0,4,0
4498 0 4878,7302,17157,19979 1,6,6,10
4499 0 2822,7223,8860,9531,12279,13944,14599,15063,16160,16637,17902,18749 2,1,8,2,8,7,2,8,0,2,6,7
4500 0 6736,9259,11216,14040,14444 0,6,10,8,4
4501 0 58,1422,4710,6887,9549,11816,14725,15013,17386 6,4,10,1,0,9,6,1,6
4502 0 2494,4925,5036,5534,9245,16206,19712 10,10,10,8,0,8,3
4503 1 3,1410,3626,6629,6815,9504,9632,11870,12424,14455,14656,15461,15679 9,5,1,9,8,9,0,10,10,2,8,3,9
4504 0 1774,2059,2901,4549,5849,12966,14188,15961,16201,17598,17816,18989,19927 7,5,0,9,9,2,10,6,8,6,6,7,7
4505 0 139,5817,6306,8586,10095,10147,16523,18287 7,1,1,2,8,10,0,8
4506 1 240,4813,6047,6957,7354,8139,9023,14491,15614,16010,16057,16074,17782,19144 7,5,7,6,1,3,3,1,7,4,6,5,3,3
4507 0 1659,1764,3351,3399,3889,4532,6274,8888,8951,10851,12595,13098,14948 3,6,5,6,4,2,6,0,3,4,6,5,8
4508 1 1718,12327 9,2
4509 1 2806,3143,3311,3393,4004,6610,6934,6972,19216 1,10,7,2,1,0,3,6,0
4510 0 2223,3200,3528,9765,9850,10000,11565,13508,17039,19168 9,8,7,5,4,6,10,0,0,1
4511 0 11163 6
4512 0 2573,4816,6340,8000 9,1,9,5
4513 0 7937 4
4514 0 1776,4071,6315,6562,8319,10246,11784,12261,13720,14396,18091 3,9,10,4,4,10,3,2,9,5,4
4515 0 7120,8661,13411,14360,15314,15644 8,4,7,5,3,6
4516 0 61,2094,2701,4926,6789,14440,14825,18915,19059,19860 6,4,2,5,3,3,5,10,2,5
4517 1 1959,3283,4135,4401,7189,7592,9022,9301,13340,13629,13836,14410,15478,17354,18103,18627,18854,19285 7,4,5,8,3,1,6,6,4,10,7,8,0,3,9,2,3,5
4518 1 3036,3542,4209,4965,5775,7350,7923,8906,9655,10246,11753,12161,12448,12739,12938,15275,16434,18124 2,0,9,2,3,4,5,6,0,10,9,8,3,10,5,1,10,7
4519 0 154,752,2213,4331,4494,5166,5950,7250,7868,8136,8516,10203,11435,11931,12648,12672,17002,18891,19122 10,9,0,1,2,6,6,2,0,4,1,6,5,4,1,8,5,10,5
4520 0 7529,8076,9094,9223,10881,11885,11913,12822,13478,17120 7,3,7,7,7,2,3,10,9,0
4521 0 2517,7187,8100,17996,19692,19916 9,6,2,6,1,7
4522 1 1884,4409,7075,8898,9868,14057 6,1,2,4,0,2
4523 1 1253,2812,4904,5363,6673,8458,10435,11106,12266,12924,14363,14601,14756,15636,17437,18061 4,2,6,6,9,5,2,4,6,9,5,7,9,0,4,8
4524 0 348,13324,14840,16945,18803,19574 0,3,0,8,10,9
4525 0 1497,4077,4553,6774,7954,11461,14521,15739,16940,17785 1,7,1,6,1,9,1,5,9,1
4526 0 30,1476,2177,2456,5802,10276,15657,19851 5,1,9,0,5,4,5,1
4527 0 927,4286,6173,7300,12128,14408,19152,19560 8,9,1,4,0,10,6,6
4528 0 11779,19390 3,1
4529 1 852,6650,7557,11588 9,0,1,3
4530 1 5827,5857,6634,7590,8067,9332,9513,11796,11896,13137,13894,13984,14105,16545,16576,17923,19248,19547 0,8,3,3,5,1,7,10,7,8,0,8,0,5,3,5,3,6
4531 0 1184,4011,5288,7122,10483,12167,12439,14036,14255,14540,15408,15475,16763,17112,17645,18953,19048 1,1,9,6,7,4,4,9,6,1,8,3,6,4,0,3,10
4532 1 2442,8864,10082,17606,18758 6,5,10,10,3
4533 0 3157,4017,6657,11844,15249,18330,19614 10,6,7,4,3,8,2
4534 0 709,2843,7504,8063,8268,8532,8937,12062,13379,13981,14545,14571,14582,15495,15603,18279,18689 9,6,1,1,3,10,2,2,3,10,8,6,1,6,7,9,3
4535 0 701,835,3887,4861,8833,15743,16810 4,3,0,2,1,2,9
4536 0 444,3744,5969,6034,8663,8804,10673,12362,14931,15007,16674,18454,19305 1,7,4,7,8,9,8,4,7,7,4,8,10
