

0 1 1216,2493 8,7
1305 1 35,320,435,1388,2394,2622,2993,3062,3176,3303,3711 0,2,1,1,8,8,1,8,0,2,9
1306 1 1013,1610,2202,2538,2552,2888,3015,3106,3271,3822,3951,4017,4107,4217,4400,4531,4856 1,0,8,1,3,0,9,2,7,9,3,9,7,6,3,4,2
1307 1 264,578,1310,1544,1546,1812,2643,2922,3265,4459,4657,4880 4,9,10,3,10,2,4,0,0,2,4,6
1308 0 186,396,459,571,800,1083,1156,1460,1634,2418,2667,2933,3005,3047,3348,3992,3997,4677 0,2,8,4,6,2,8,7,6,8,2,7,3,1,5,4,8,0
1309 0 382,472,1317,1441,1698,1752,2155,2528,2587,3461,3518,3969,4016,4773,4955 1,6,0,0,7,9,5,0,10,1,2,1,2,8,9
1310 0 353 1
1311 1 178,967,1451,2273,3968,4888 2,9,5,3,8,9
1312 0 317,633,670,783,806,1073,1529,1727,1956,2157,4075,4844,4897,4902,4921,4981 2,8,1,10,6,2,2,5,0,3,7,9,10,10,2,6
1313 0 613,708,1051,1373,1483,2106,2344,2822,2917,3066,3428,3463,4060,4207,4608 6,0,5,10,7,0,3,7,0,9,9,3,2,9,1
1314 1 1866 5
1315 1 110,1477,2112,2456,3548,3946,4133,4532 1,10,5,9,5,9,10,2
1316 1 3652 2
1317 1 278,905,2148,2849 3,10,8,1
1318 1 1314,2035,2220,2786,3062 9,0,0,2,8
1319 0 504,1005,3205 10,2,9
1320 0 664,1304,2101,2122,2212,2265,2794,3070,3118,3165,4127,4639 6,2,7,1,10,0,2,2,5,5,2,3
1321 0 884,902,940,1122,1787,2055,2065,2175,2255,2496,2609,2949,2981,3515,3589,4028,4046,4309 3,3,7,3,3,9,9,7,3,10,5,9,8,8,4,10,8,5
1322 1 865,1067,1765,2103,2696,2700,2917,3785,3918,3926,3949,4325,4406,4457,4514,4803 7,10,4,5,0,1,0,3,3,4,6,3,4,5,6,9
1323 1 2138,2220,3014,3088,3449,4322,4336,4589,4808 3,0,10,1,10,5,1,7,10
1324 1 23,44,1093,1185,1274,1418,1638,1711,1963,2191,2203,2303,2412,3153,3448,3739,4144,4810,4841 0,1,10,0,5,4,3,7,8,8,6,9,2,4,8,0,1,2,0
1325 1 316,826,903,1026,1386,1645,1885,2263,2319,3044,3147,3615,3637,3813,4177,4566,4696,4744,4882,4931 2,9,0,5,3,3,1,5,2,9,6,4,8,4,10,9,6,5,2,9
1326 1 121,498,1394,1831,1915,2302,3052,3062,4642,4713 4,3,4,3,7,2,4,8,10,4
1327 1 754,2015,3979 6,7,9
1328 1 187,717,957,1149,1168,1639,1757,1807,2037,2406,3050,3121,3693,3912,4079,4499 4,1,3,8,9,4,3,6,5,6,4,7,4,1,9,8
1329 0 307,803,1357,1608,1877,2188,4104,4978 10,10,1,9,2,3,3,5
1330 0 1423,1751,1993,2454,3344,3371 3,1,7,2,0,7
1331 0 140,2603,2635,3043,3243 8,9,3,9,2
1332 0 1793,2032 0,7
1333 1 1808,1892,1946,2298,4530 5,1,3,5,6
1334 1 270,719,1131,2205,2791,3227,3522,3651,3753,3963,4118 6,8,1,9,4,8,8,1,10,9,3
1335 1 167,741,950,1013,1039,1471,1530,1615,1915,2239,2697,2746,3386,3687,3769,4346,4448 6,5,3,1,6,6,5,0,7,3,3,4,0,5,0,0,6
1336 0 109,333,568,790,945,1117,1535,1762,2248,2472,2575,2768,3502,3530,4007,4090,4112,4642,4860 1,9,2,1,4,3,9,3,7,8,6,0,6,5,0,6,1,10,8
1337 0 133,262,276,840,896,1390,1458,1508,3342,4216,4487,4631,4749,4842,4981 2,3,2,3,2,8,4,10,8,5,9,3,4,10,6
1338 1 199,576,1477,1937,2310,2354,2817,3594,3657,3990,4265,4504 9,0,10,6,6,2,2,1,7,0,5,8
1339 1 249,618,997,3852,3920 1,6,5,4,6
1340 0 50,280,283,301,577,608,1873,1933,2079,2904,3264,3611,4040,4087,4785,4875 8,5,6,5,1,5,8,7,7,7,5,5,8,2,5,9
1341 1 227,356,590,819,994,1058,1464,1659,2082,2204,2330,2731,3633,3944 10,6,1,0,4,10,6,1,6,10,0,9,8,8
1342 0 311,1029,1745,1998,2443,2491,2946,3021,3104,3408,3454,3774,4299,4382,4615,4846 8,1,1,10,9,8,9,5,10,2,3,8,10,5,10,4
1343 1 402,895,925,1479,1588,2205,2825,3631,3674,4019,4035,4224,4958 4,1,6,10,3,9,7,2,2,6,9,0,1
1344 1 599 6
1345 0 1140,1853,2402,4887,4956 8,0,10,6,2
1346 1 127,355,857,869,928,993,1560,1700,2056,2129,2804,3009,3810,4020,4716 5,7,9,9,1,6,9,8,5,1,2,1,2,3,5
1347 1 731,806,884,1631,1989,2251,2408,2485,2647,2836,2959,3187,3368,3468,3473,4260,4509,4685 9,6,3,0,1,9,4,8,7,10,4,10,8,7,7,6,2,2
1348 1 3062 8
1349 0 415,466,537,1022,1184,1226,1310,1462,1543,1659,1996,2485,2572,2919,3088,3336,3461,3887,3914,4218 2,7,7,5,6,9,10,6,4,1,1,8,10,10,1,9,1,5,0,2
1350 1 606,634,1279,1366,1596,1936,2101,3792,3797 7,3,8,1,1,0,7,2,3
1351 0 2139,4551 2,1
1352 0 151,230,371,705,1456,1464,1816,1834,1838,2081,3221,3401,3849,3885,4306,4680 1,5,10,7,0,6,6,1,7,5,2,6,1,1,10,6
1353 1 280,823,1263,1783,1846,1997,2327,2398,2881,3502,4482,4679 5,0,6,5,8,2,7,7,0,6,2,7
1354 0 99,1116,1205,1565,1635,2323,2488,2624,2735,3485,3574,3656,3900,4214,4483 2,1,3,7,1,0,2,4,7,1,8,5,1,0,3
1355 1 140,216,283,909,1341,1693,2235,2289,2656,2940,3594,3616,4819 8,0,6,2,7,8,6,10,1,8,1,2,5
1356 0 490,2310,2825,3838,4170 7,6,7,10,8
1357 1 1062,1183,2447,2624,4564,4647,4929 5,0,0,4,9,3,7
1358 0 520,1436,1838,2451,3355,4300,4423,4626 5,10,7,4,9,0,8,3
1359 1 2945,3995,4207,4378 8,0,9,10
1360 0 351,642,954,1133,1411,1670,2166,2614,2962,3021,3136,3344,3795,4148,4349,4532,4640,4877 1,9,9,8,0,0,6,2,3,5,10,0,10,0,4,2,8,9
1361 0 147,501,953,2458 8,5,8,0
1362 1 808,1166,1515,2282,2344,2611,3054,3800,4096,4905 5,2,2,8,3,0,10,2,8,2
1363 0 675,1825,3109 5,0,9
1364 0 677,1161,2338,4054,4127,4869 7,7,2,6,2,10
1365 1 392,577,1312,1379,1902,2003,2061,2381,2517,2921,3159,3299,3311,3568,3699,3873,4143,4162,4232,4885 4,1,8,7,10,8,8,7,1,10,4,2,2,0,10,9,6,4,2,2
1366 0 358,443,649,720,800,2208,2971,2990,3426,3454,3558,3641,3959,4126,4222,4275,4555,4581 2,5,2,6,6,3,4,1,9,3,7,2,2,6,8,4,8,5
1367 0 146,298,456,538,573,644,869,1183,1234,1362,1473,1500,1919,2062,2308,2323,2853,3158 7,10,7,9,3,1,9,0,9,5,5,10,3,0,9,0,3,4
1368 1 27,1540,4703 10,7,0
1369 1 400,428,909,1798,1850,2575,2988,3153,3506,4553,4842 10,8,2,4,10,6,10,4,7,2,10
1370 1 265 2
1371 1 266,1378,1525,1830,3077,4272 0,2,8,2,1,1
1372 1 25,474,971,1222,1432,2018,2162,2315,2398,2429,2654,2670,2915,2937,3296,3413,4021 4,4,7,0,1,10,8,1,7,7,8,0,8,2,4,8,10
1373 0 61,520,636,718,959,1096,1119,1708,2525,2773,2961,3041,3146,3190,3611,4242,4560,4836 0,5,10,10,10,10,0,10,8,4,9,1,1,9,5,5,2,4
1374 0 3,623,964,1182,1186,1258,1414,1543,2102,2653,2793,3079,3154,3262,3419,3725,3759,4553,4709,4832 1,3,3,0,9,7,10,4,2,2,1,1,3,8,7,1,7,2,3,6
1375 0 120,224,390,523,624,921,1065,1594,2278,3012,3303,3398,3426,3590,3662,3937,4690,4768,4782 1,6,9,10,0,8,8,8,3,3,2,3,9,5,8,6,2,10,9
1376 0 1070,2105,3563 8,3,10
1377 0 2554,2650,2813,2972,3031,3376,4556,4614 6,5,0,3,6,3,2,8
1378 0 1001,1095,1440,1563,1753,2034,2177,2200,2380,2554,2693,3068,3813,3894,3969 5,0,2,2,0,10,0,8,5,6,6,6,4,10,1
1379 1 473,1083,1661,2968,3070,3892,4812 8,2,1,4,2,4,7
1380 1 122,345,634,1366,1647,2205,2262,3028,3224,3833,3888,3969,4102,4135,4361,4399,4529,4623,4732 5,7,3,1,5,9,6,8,10,7,4,1,7,6,7,0,4,4,1
1381 0 102,1354,1436,1743,1893,2119,3819,4563 8,0,10,5,6,1,8,10
1382 1 116,685,746,866,1001,1025,1236,1309,1734,1876,2295,2375,3466,4120,4154,4386,4547,4645,4721,4993 8,5,0,4,5,4,6,7,7,10,0,1,0,2,1,4,6,4,9,1
1383 1 682,744,1334,1426,3065,3437,3601,4434,4479,4590 3,1,5,5,1,7,8,0,8,10
1384 0 108,160,345,867,2070,2400,2500,2701,2744,2991,3710,4025,4066,4638 6,8,7,4,10,8,0,4,3,3,6,8,9,1
1385 1 96,1070,2003,2433,4167,4453,4533 3,8,8,4,2,2,3
1386 1 86,187,260,412,583,678,1102,1315,1540,1938,2729,2777,2925,3396,3515,4354,4485,4516 6,4,9,2,8,8,2,3,7,9,1,6,8,6,8,3,10,5
1387 0 616,1178,2844,3496,4692,4837 6,6,10,5,5,4
1388 1 165,205,750,1466,1777,2297,2311,2559,3118,3445,3480,3770,3994 3,6,3,8,3,3,3,4,5,1,6,1,5
1389 0 127,395,1060,4497,4584,4792 5,4,8,9,3,5
1390 1 605,1090,1113,1128,1153,1543,2062,2627,3094,3678,3783,4644,4795 1,0,0,4,5,4,0,7,10,4,2,9,2
1391 1 676,921,961,967,1362,1365,1717,1783,1792,2129,2565,2570,2900,2975,3544,3897 8,8,10,9,5,2,9,5,1,1,10,2,2,3,0,9
1392 1 2639 1
1393 1 85,558,920,2413,2581,2607,3730,3951,4505 9,10,0,0,10,9,9,3,0
1394 1 148,368,559,594,763,1075,1250,1613,1806,1904,1911,2978,3230,3265,3861,4669,4929 7,1,5,9,10,10,0,4,10,7,3,4,3,0,1,10,7
1395 0 181,549,1054,1131,1153,1180,1913,2332,2743,3358,3481,3562,3979,4928 0,10,7,1,5,4,10,4,5,7,4,1,9,3
1396 0 217,477,1196,1263,1506,2093,3135,3371,3403,3458,3676,4136,4164,4468,4634,4946,4957,4994 8,2,6,6,1,1,10,7,9,8,1,3,2,9,0,3,3,2
1397 0 640,1203,2494 3,7,8
1398 1 53,695,968,1249,2896,3080,4095,4588,4740,4918,4938 1,8,4,0,9,7,7,1,7,4,5
1399 1 459,1179,1181,1342,1775,1939,2012,2101,2154,2345,2631,2968,3068,3405,4149 8,4,10,10,8,0,3,7,7,10,2,4,6,7,3
1400 0 841,1534,3731,4292,4976 0,1,6,10,8
1401 1 457,720,1857,2743,2993,3227,3726,4096,4187,4324,4765,4789 7,6,6,5,1,8,4,8,9,4,2,8
1402 0 1583,2109,2239,4662,4756 10,2,3,3,10
1403 1 299,409,732,1407,1668,1889,2095,2743,2848,3227,3541,3678,3726,3770,4394,4510,4719 7,1,3,8,3,2,7,5,5,8,4,4,4,1,3,6,1
1404 0 236,1010,1233,1319,1465,1856,1892,2247,2347,2684,2693,4124,4442,4563 3,5,2,9,8,2,1,7,6,4,6,5,6,10
1405 1 321,591,1144,1623,1988,2115,2195,2198,2244,2272,2341,2754,3063,3082,3185,3199,3417,3722 5,7,5,2,2,4,5,0,7,7,4,1,0,0,5,5,8,8
1406 0 496,2362,2414,2865,3224,3894,4142,4955 9,4,1,9,10,10,8,9
1407 1 94,173,698,770,1143,1333,1501,1610,1989,2100,2974,3033,3107,3147,3462,4086,4413,4693,4860 5,0,10,5,9,3,9,0,1,4,0,2,9,6,9,0,5,2,8
1408 0 4638 1
1409 0 213,659,725,881,889,1018,1191,1861,2134,2982,3345,3514,3584,3847,3946,4430,4890 2,5,8,5,9,5,9,7,3,5,3,1,4,5,9,3,10
1410 1 144,192,228,784,1309,1646,2255,2511,3378,3787,3897,3904,4182,4241,4479,4804,4928 10,2,4,1,7,2,3,2,9,4,9,7,3,8,8,2,3
1411 0 504,699,754,1039,1164,1278,1722,2451,2871,3672,3918,4069,4307,4381,4547 10,6,6,6,5,7,8,4,9,0,3,9,7,7,6
1412 0 77,545,1802,2842,4355 8,4,9,10,1
1413 1 6,2491 10,8
1414 1 147,161,572,708,909,1149,1268,2667,2758,4464 8,10,9,0,2,8,6,2,10,10
1415 0 564,1084,2183,2442,3021,3200,3466,3485,3976,3979,4261 2,0,2,2,5,9,0,1,0,9,9
1416 1 419,2051,2551,3599,3861,4084 6,7,3,7,1,3
1417 1 373,740,2523,2919,4939 10,1,0,10,4
1418 1 354,425,439,501,531,2527,3176,3702,4054,4264,4457,4957 10,3,6,5,9,0,0,3,6,0,5,3
1419 1 145,934,2103,2280,4533,4568 0,5,5,7,3,3
1420 0 25,156,370,446,519,876,1427,1536,2567,2904,3316,4343,4517,4613,4723,4783 4,5,0,9,9,0,2,9,1,7,10,5,3,3,8,5
1421 0 1535,2483,2795,3077,3494,3945,4881 9,10,4,1,9,6,5
1422 1 198,893,1483,2485,2555,2885,3116,3126,4009,4109,4547 8,8,7,8,1,0,7,1,6,10,6
1423 0 206,665,1651,2206,2319,2624,2653,2850,2929,2996,3503,4426 2,3,2,2,2,4,2,1,7,0,1,9
1424 1 267,741,801,899,1001,1094,1174,1187,1470,1812,1949,2218,2232,2796,3072,3231,3419,3746,4191,4755 10,5,1,8,5,2,9,1,5,2,10,6,4,9,1,4,7,5,9,2
1425 1 281,521,2169 7,5,0
1426 0 130,722,849,909,1138,1507,1789,2152,2183,2676,2791,3361,3933,4699 7,4,10,2,6,8,2,7,2,9,4,5,7,8
1427 0 48,1276,2088,2169,2298,3074,3253,3286,3877,3966,4164,4441 4,7,6,0,5,8,8,7,1,4,2,1
1428 1 1108,1539,2629,4329,4629 2,10,9,7,6
1429 1 1344,2284,2712,4642 1,8,7,10
1430 1 972,1326,1853,1866,1987,2510,3247,4077,4442,4722 0,7,0,5,3,8,4,5,6,7
1431 1 2875,3049,3182,4637 2,10,3,2
1432 1 436,471,532,1371,1447,1639,2098,2139,2278,2775,3881,4251,4313,4899 6,4,3,0,6,4,8,2,3,6,3,7,0,9
1433 0 152,814,1537,2430,2528,3292,3315 2,7,2,9,0,2,6
1434 0 193,313,533,1082,1262,1916,2022,2155,2156,2809,2942,3202,3394,4446,4821,4886,4898,4987 3,4,4,10,0,3,10,5,5,8,9,7,6,5,8,8,5,2
1435 0 110,916,1354,1639,2186,4606,4630 1,3,0,4,9,4,9
1436 0 1146,2852,3120,3139,3410,3438,3855,4327,4407 3,4,7,6,9,2,9,0,7
1437 0 114,225,644,721,745,1359,2025,2985,3429,4559,4937 2,4,1,3,9,3,1,0,1,7,0
1438 0 104,170,235,286,393,969,1214,1706,2501,2770,2894,3174,3354,3378,4297,4856,4882 4,1,2,5,4,10,2,7,0,10,8,0,5,9,7,2,2
1439 1 260,2079,2133,2478,4010,4839 9,7,5,4,9,9
1440 1 669,1772,2281,4291,4688 5,8,2,8,2
1441 1 1154,1688,2234,2839,3239,4747 10,2,6,8,4,5
1442 0 261,1270,2306,2490,2939,3114,4036,4091,4258 4,1,9,7,0,1,6,1,8
1443 1 1393,1459,2207,3442,3725,4804 9,1,2,9,1,2
1444 1 391,406,599,688,1233,1530,1741,2579,2589,3443,3924,4599 4,0,6,0,2,5,8,8,9,2,3,2
1445 0 71,937,1165,1950,2350,2444,2451,2995,4185,4948 1,10,3,6,0,7,4,3,10,3
1446 1 175,391,1319,2106,2142,4121,4303,4992 10,4,9,0,3,5,0,7
1447 0 14,578,980,985,1287,1695,1864,1940,2505,2701,3032,3741,4634,4807,4869 8,9,9,2,6,3,6,9,9,4,1,5,0,0,10
1448 1 373,1128,1718,1891,1976,2281,3263,3320,3807,4476 10,4,5,2,2,2,3,1,0,4
1449 1 1285,4240 7,1
1450 0 159,317,1038,1432,1603,1654,2063,3016,3366,3656,4209,4401 4,2,7,1,3,3,8,8,5,5,4,4
1451 0 2777,3013,3630 6,10,2
1452 0 207,213,249,288,714,852,1161,1174,1444,1483,1561,1777,1802,1818,1952,2263,2582,2947,3361,4903 6,2,1,10,8,6,7,9,4,7,4,3,9,2,1,5,2,10,5,1
1453 0 776,1022,1953,2107,2425,2993,3398,4157,4615 1,5,9,10,10,1,3,10,10
1454 0 63,539,638,1396,1821,2162,2403,2671,2709,2807,3233,3462,3868,4046,4443,4561,4630,4911,4925 3,6,6,4,9,8,7,8,4,3,6,9,0,8,1,0,9,10,2
1455 0 94,314,1016,1143,1146,1263,1699,2634,3177,3615,3715,3741,3984,4110,4142,4147,4183,4803 5,6,6,9,3,6,8,1,3,4,5,5,1,4,8,9,0,9
1456 1 87,580,625,1147,1749,1764,1875,1933,2219,2242,2250,2861,3635,4001,4120,4153,4218,4271,4850 10,10,7,5,10,3,2,7,7,1,9,1,8,5,2,1,2,8,9
1457 0 177,496,666,961,1238,1396,1505,1668,1831,2470,3313,3679,3688,3761,3774,4112,4376,4822,4953 7,9,3,10,10,4,1,3,3,9,2,3,7,8,8,1,4,7,8
1458 0 367,513,522,652,740,1054,1402,1479,1745,2603,3052,3086,3296,3500,3904,4469,4613,4827,4874,4882 2,2,2,4,1,7,9,10,1,9,4,0,4,8,7,4,3,8,1,2
1459 0 37,142,849,1075,1643,1722,2041,2056,2146,2165,2288,2480,2789,3330,3332,3939,4692,4793 5,4,10,10,6,8,0,5,3,8,0,9,1,4,4,7,5,4
1460 1 427,1181,1324,2053,2392,2395,2409,2979,3236,3247,3311,3381,4105,4614,4813,4974 6,10,6,6,2,3,4,7,0,4,2,4,2,8,2,7
1461 1 501,831,887,947,1288,1820,2769,3293,3347,4128,4435,4942 5,3,7,2,5,2,6,0,9,4,0,0
1462 0 423,644,913,1410,1546,1556,1649,1668,2060,2072,2602,3731,4002,4468 8,1,7,6,10,1,9,3,0,7,4,6,9,9
1463 1 266,1944,2203,3557,3758,3866,4183,4312,4359,4788 0,0,6,3,8,9,0,7,10,9
1464 1 913,1980,2299,2371,2486,3342,3784,4043,4686 7,1,2,6,1,8,6,5,7
1465 1 44,84,968,1027,1317,1451,2005,2037,2232,2281,2529,2555,2672,3271,3477,3965,4026,4533 1,0,4,0,0,5,2,5,4,2,6,1,6,7,6,9,8,3
1466 0 58,313,442,802,3059,3209,3541,4075,4502 4,4,10,5,2,2,4,7,10
1467 1 319,570,742,784,844,1692,1799,2191,2745,2782,3147,3293,3431,3474,3612,3753,3760,3846,4207 9,9,4,1,10,6,0,8,4,0,6,0,6,1,9,10,3,3,9
1468 0 315,374,576,905,946,1292,1328,1715,2050,2167,2479,2631,2645,2859,3147,3863,4092 4,5,0,10,6,5,9,0,6,9,4,2,9,10,6,1,3
1469 1 2467,4699 1,8
1470 1 4863,4953 5,8
1471 0 809,1312,2002,2657,3208 2,8,8,7,2
1472 1 345,933,950,1246,1302,1745,2626,2638,2946,3301,3708,3784,3953,4186,4623,4907,4930 7,8,3,2,2,1,0,5,9,7,5,6,7,1,4,5,1
1473 0 10,693,803,1983,2174,2356,2449,2816,2931,4000,4148,4424,4569 5,10,10,3,4,4,1,8,10,8,0,0,3
1474 1 24,1498,2755,3638,4606 8,1,1,8,4
1475 0 29,462,821,885,1329,1823,1944,2117,2139,2202,2774,2864,4232,4539 2,1,6,3,7,0,0,3,2,8,7,10,2,2
1476 1 303,2235,3574 5,6,8
1477 1 935,2410,4061 7,2,10
1478 0 358,449,572,635,1012,1166,1293,2174,2404,2601,2771,2811,2829,2836,3688,4156,4467,4487,4811,4974 2,8,9,6,10,2,6,4,3,4,2,0,10,10,7,9,9,9,6,7
1479 0 359,640,956,1766,2101,3814,3882,3955,4077,4105,4161 2,3,5,8,7,5,3,5,5,2,3
1480 1 261,1118,1228,1497,1544,1675,1911,2192,2204,3380,3700,3899,4085,4232,4395,4626,4755,4968 4,2,0,10,3,7,3,2,10,8,2,3,10,2,4,3,2,5
1481 1 420,1108,1459,1943,1953,2811,2942,2947,3082 8,2,1,2,9,0,9,10,0
1482 0 237,452,1852,2688,2838,2983,3568,3581,4099,4403,4638,4643,4658,4693,4861 7,5,3,0,10,5,0,8,7,4,1,4,3,2,5
1483 0 32,284,332,352,1210,1728,2031,2091,2098,3007,3264,3498,3623,4082,4366,4676 3,6,9,2,10,9,2,6,8,9,5,4,7,0,1,4
1484 0 562,891,1180,2123,2205,2398,3097,3150 0,0,4,10,9,7,8,4
1485 0 1090,1156,2336 0,8,10
1486 0 172 4
1487 0 37,916,934,3799,4569 5,3,5,0,3
1488 0 1383,1540,3368 9,7,8
1489 0 376,431,969,1032,1100,1222,1234,1280,1970,2140,2465,2619,2637,2687,3194,3288,3914,4066,4686,4953 7,1,10,0,6,0,9,9,3,8,0,8,9,5,4,0,0,9,7,8
1490 0 326,335,522,814,845,947,1052,1682,1701,2196,2293,2965,4345,4558,4649 8,3,2,7,6,2,2,3,5,6,0,1,2,7,1
1491 1 473,968,1077,1120,1136,1616,1652,2080,2603,2745,2762,2946,3091,3354,3440,3475,3896,4070,4495,4620 8,4,4,10,3,7,8,9,9,4,4,9,6,5,10,3,10,10,3,0
1492 1 181,1152,2865 0,9,9
1493 1 70,85,247,687,1279,1504,2094,2472,2719,2860,3158,3392,3527,3965,4251,4601,4923 6,9,3,8,8,5,6,8,5,7,4,10,7,9,7,5,1
1494 0 539,605,1014,1577,1582,1789,4670 6,1,0,6,5,2,7
1495 1 1443,1570,3252,3555,3687,3962,4015,4689 9,3,6,8,5,1,2,0
1496 0 96,715,722,862,950,1020,1507,1578,2007,2176,3410,3730,3771,3793,4435 3,0,4,3,3,6,8,1,10,0,9,9,3,8,0
1497 0 195,1629,1653,1659,1696,1697,1895,1913,2105,2754,3089,3189,3427,3502,3527,3530,3757,3962,4494,4677 5,10,10,1,10,9,8,10,3,1,4,6,2,6,7,5,1,1,6,0
1498 0 281,305,1288,1837,2031,2112,2149,3194,3814,3925 7,7,5,0,2,5,4,4,5,1
1499 1 802,844,1213,1254,1313,1554,1860,2040,2643,3153,3558,3619,4266,4353,4505,4584 5,10,2,5,8,7,8,2,4,4,7,7,0,3,0,3
1500 0 2480 9
1501 0 263,757,1329,1430,1456,1800,1899,2009,2199,3060,3448,4201,4267,4702,4743 0,0,7,10,0,8,2,8,0,8,8,7,10,1,7
1502 1 372,696,1262,1650,2808,4678 6,9,0,2,5,3
1503 1 91,276,443,598,840,1078,1179,1465,1689,2105,2315,2680,3265,3498,3718,4190,4218,4243 5,2,5,4,3,1,4,8,9,3,1,2,0,4,2,5,2,7
1504 1 561,860,1585,2344,2919,3035,3121,4722 6,5,9,3,10,9,7,7
1505 0 480,804,991,1169,1329,1957,2411,2538,2716,2830,2845,3085,3382,3777,3909,4442,4632 2,2,7,9,7,7,9,1,3,8,5,4,4,5,4,6,10
1506 0 147,202,1001,1013,1077,2159,3049,3482 8,10,5,1,4,1,10,8
1507 0 288,302,486,593,1559,1909,2035,2602,3144,3221,3606,3819,3859,4062,4165,4248,4434,4476,4504 10,3,4,3,3,4,0,4,7,2,7,8,4,10,6,5,0,4,8
1508 0 334,1303,1522,2786,3659,4031 6,9,1,2,10,6
1509 0 768,2784,4769 7,7,9
1510 1 348,671,715,1407,1474,1488,1908,1994,2759,2836,3120,3366 8,4,0,8,1,5,3,1,6,10,7,5
1511 1 190,491,636,717,920,3278,4017,4131,4703,4718 2,10,10,1,0,2,9,9,0,5
1512 1 1389,2567,2594,2640,2697,3232,3744,4422 4,1,4,1,3,7,8,2
1513 1 374,4939 5,4
1514 0 290,540,1271,1711,1900,2061,2150,2427,2645,3039,3297,3656,4328,4414 1,8,7,7,0,8,10,5,9,2,5,5,2,6
1515 1 316,466,1337,1937,1998,2030,2715,2730,2781,3286,3784,3839,3903,3975,4201,4240,4463,4939 2,7,4,6,10,1,6,7,9,7,6,5,6,1,7,1,10,4
1516 1 13,720,1135,1491,1995,2750,2910,4046 0,6,0,10,8,5,3,8
1517 0 4310,4396 0,8
1518 0 554,693,861,929,1938,1944,2365,2504,2623,2672,2716,2828,3085,3140,3174,3910,4170,4570,4626 8,10,6,10,9,0,1,3,10,6,3,1,4,3,0,1,8,5,3
1519 0 84,538,1173,2244,3611,4015 0,9,8,7,5,2
1520 1 132,239,408,1110,2912,3047,3335,3950,4545,4548 1,4,8,2,6,1,2,1,0,9
1521 0 157,664,1056,1118,1330,1443,1726,1769,1919,2433,3064,3354,4163,4269,4427,4565 2,6,3,2,3,9,4,7,3,4,2,5,6,6,6,2
1522 1 140,515,880,1016,1368,1934,2264,2720,3042,3527,3816,4027,4268,4371,4701 8,0,7,6,0,2,8,10,0,7,1,10,0,3,2
1523 1 472,916,1203,2076,2612,2660,2744,2986,3301,3398,3662,3882,4324,4525,4735 6,3,7,5,8,1,3,2,7,3,8,3,4,8,2
1524 0 227,928,965,1810,1883,2408,2439,3644,4407,4678 10,1,3,9,4,4,3,6,7,3
1525 0 384,455,493,1066,1272,1326,1395,2361,3097,3169,3352,3682,4071,4256,4521,4818,4936 8,5,4,0,6,7,10,0,8,0,3,6,10,8,6,5,2
1526 1 136,596,642,909,1060,1405,2247,2755,3050,3240,3630,3694,3881,3946,4025,4261,4423,4618,4631,4726 6,0,9,2,8,5,7,1,4,6,2,0,3,9,8,9,8,8,3,4
1527 1 2146,2704 3,1
1528 0 241,632,1914,3137,3948,4971 4,7,4,6,3,1
1529 1 138,209,333,354,441,666,773,1050,1223,1605,1847,2177,2619,3480,3537,3565,4399,4581 8,2,9,10,6,3,0,3,10,9,8,0,8,6,8,8,0,5
1530 0 2620,3656,3672,3769,4171,4533,4965 7,5,0,0,3,3,4
1531 1 961,1441,1532,1964,2346,2943,2990,3688,3747,4550,4625,4846,4968,4981 10,0,6,9,5,5,1,7,0,10,7,4,5,6
1532 1 89,1021,1392,1648,1812,1839,2990,3083,3334,4117,4243,4257 4,4,4,9,2,7,1,7,1,7,7,7
1533 1 110,274,477,638,882,1004,1404,1506,2388,3743,3951,4146,4350,4429,4950 1,5,2,6,3,3,1,1,6,5,3,8,10,3,1
1534 1 340,379,529,549,886,1142,1191,1483,1519,1708,1987,3226,4021,4232,4776,4813,4891,4960 8,8,7,10,2,2,9,7,3,10,3,5,10,2,4,2,7,0
1535 0 460,593,1015,1196,1607,1736,2206,2994,3096,3141,3170,3233,3394,3493,3646,3978,4274,4451,4666,4908 0,3,8,6,3,2,2,9,9,5,2,6,6,8,6,1,2,8,6,2
1536 1 1021,1217,2083,4746,4805,4872 4,10,3,3,2,10
1537 1 776,2019,3605 1,4,1
1538 1 489,758,1213,2009,2181,2233,2457,2770,2820,3237,3267,3314,3939,4131,4542,4841,4931 8,0,2,8,4,4,0,10,6,6,1,8,7,9,9,0,9
1539 0 93,654,777,1790,4206 1,10,8,7,9
1540 1 177,182,956,1228,1703,2296,2528,2548,3497,3564,4535,4543,4660,4842,4853,4992 7,9,5,0,0,2,0,10,2,5,2,4,5,10,5,7
1541 1 86,109,620,818,1227,1473,1519,1930,2723,2852,3714,4260,4937,4975 6,1,3,0,0,5,3,2,3,4,5,6,0,2
1542 1 3145,4472 0,0
1543 0 1748 7
1544 1 665,699,3854 3,6,0
1545 0 345 7
1546 0 811,2359,2798,3592,3691 6,0,0,0,10
1547 1 152,314,487,1062,1652,2375,2785,3985 2,6,8,5,8,1,4,9
1548 1 589,1091,1803,2189,2210,2321,2411,2636,3849,3944,3977,4297,4483,4681,4788,4970 10,9,3,6,8,6,9,2,1,8,0,7,3,8,9,3
